,sentences,paragraph
1201,“And now I must bid good-bye to your excellent aunt.,323
1202,I am due at the Athenaeum.,323
1203,It is the hour when we sleep there.”,323
1204,"“All of you, Mr. Erskine?”",324
1205,"“Forty of us, in forty arm-chairs.",325
1206,We are practising for an English Academy of Letters.”,325
1207,Lord Henry laughed and rose.,326
1208,"“I am going to the park,” he cried.",326
1209,"As he was passing out of the door, Dorian Gray touched him on the arm.",327
1210,"“Let me come with you,” he murmured.",327
1211,"“But I thought you had promised Basil Hallward to go and see him,” answered Lord Henry.",328
1212,"“I would sooner come with you; yes, I feel I must come with you.",329
1213,Do let me.,329
1214,And you will promise to talk to me all the time?,329
1215,No one talks so wonderfully as you do.”,329
1216,“Ah!,330
1217,"I have talked quite enough for to-day,” said Lord Henry, smiling.",330
1218,“All I want now is to look at life.,330
1219,"You may come and look at it with me, if you care to.”",330
1220, CHAPTER IV.,332
1221," One afternoon, a month later, Dorian Gray was reclining in a luxurious arm-chair, in the little library of Lord Henry’s house in Mayfair.",333
1222,"It was, in its way, a very charming room, with its high panelled wainscoting of olive-stained oak, its cream-coloured frieze and ceiling of raised plasterwork, and its brickdust felt carpet strewn with silk, long-fringed Persian rugs.",333
1223,"On a tiny satinwood table stood a statuette by Clodion, and beside it lay a copy of Les Cent Nouvelles, bound for Margaret of Valois by Clovis Eve and powdered with the gilt daisies that Queen had selected for her device.",333
1224,"Some large blue china jars and parrot-tulips were ranged on the mantelshelf, and through the small leaded panes of the window streamed the apricot-coloured light of a summer day in London.",333
1225,Lord Henry had not yet come in.,334
1226,"He was always late on principle, his principle being that punctuality is the thief of time.",334
1227,"So the lad was looking rather sulky, as with listless fingers he turned over the pages of an elaborately illustrated edition of Manon Lescaut that he had found in one of the book-cases.",334
1228,The formal monotonous ticking of the Louis Quatorze clock annoyed him.,334
1229,Once or twice he thought of going away.,334
1230,"At last he heard a step outside, and the door opened.",335
1231,"“How late you are, Harry!” he murmured.",335
1232,"“I am afraid it is not Harry, Mr. Gray,” answered a shrill voice.",336
1233,He glanced quickly round and rose to his feet.,337
1234,“I beg your pardon.,337
1235,I thought—”,337
1236,“You thought it was my husband.,338
1237,It is only his wife.,338
1238,You must let me introduce myself.,338
1239,I know you quite well by your photographs.,338
1240,I think my husband has got seventeen of them.”,338
1241,"“Not seventeen, Lady Henry?”",339
1242,"“Well, eighteen, then.",340
1243,"And I saw you with him the other night at the opera.” She laughed nervously as she spoke, and watched him with her vague forget-me-not eyes.",340
1244,"She was a curious woman, whose dresses always looked as if they had been designed in a rage and put on in a tempest.",340
1245,"She was usually in love with somebody, and, as her passion was never returned, she had kept all her illusions.",340
1246,"She tried to look picturesque, but only succeeded in being untidy.",340
1247,"Her name was Victoria, and she had a perfect mania for going to church.",340
1248,"“That was at Lohengrin, Lady Henry, I think?”",341
1249,“Yes; it was at dear Lohengrin.,342
1250,I like Wagner’s music better than anybody’s.,342
1251,It is so loud that one can talk the whole time without other people hearing what one says.,342
1252,"That is a great advantage, don’t you think so, Mr. Gray?”",342
1253,"The same nervous staccato laugh broke from her thin lips, and her fingers began to play with a long tortoise-shell paper-knife.",343
1254,"Dorian smiled and shook his head: “I am afraid I don’t think so, Lady Henry.",344
1255,"I never talk during music—at least, during good music.",344
1256,"If one hears bad music, it is one’s duty to drown it in conversation.”",344
1257,“Ah!,345
1258,"that is one of Harry’s views, isn’t it, Mr. Gray?",345
1259,I always hear Harry’s views from his friends.,345
1260,It is the only way I get to know of them.,345
1261,But you must not think I don’t like good music.,345
1262,"I adore it, but I am afraid of it.",345
1263,It makes me too romantic.,345
1264,"I have simply worshipped pianists—two at a time, sometimes, Harry tells me.",345
1265,I don’t know what it is about them.,345
1266,Perhaps it is that they are foreigners.,345
1267,"They all are, ain’t they?",345
1268,"Even those that are born in England become foreigners after a time, don’t they?",345
1269,"It is so clever of them, and such a compliment to art.",345
1270,"Makes it quite cosmopolitan, doesn’t it?",345
1271,"You have never been to any of my parties, have you, Mr. Gray?",345
1272,You must come.,345
1273,"I can’t afford orchids, but I spare no expense in foreigners.",345
1274,They make one’s rooms look so picturesque.,345
1275,But here is Harry!,345
1276,"Harry, I came in to look for you, to ask you something—I forget what it was—and I found Mr. Gray here.",345
1277,We have had such a pleasant chat about music.,345
1278,We have quite the same ideas.,345
1279,No; I think our ideas are quite different.,345
1280,But he has been most pleasant.,345
1281,I am so glad I’ve seen him.”,345
1282,"“I am charmed, my love, quite charmed,” said Lord Henry, elevating his dark, crescent-shaped eyebrows and looking at them both with an amused smile.",346
1283,"“So sorry I am late, Dorian.",346
1284,I went to look after a piece of old brocade in Wardour Street and had to bargain for hours for it.,346
1285,Nowadays people know the price of everything and the value of nothing.”,346
1286,"“I am afraid I must be going,” exclaimed Lady Henry, breaking an awkward silence with her silly sudden laugh.",347
1287,“I have promised to drive with the duchess.,347
1288,"Good-bye, Mr. Gray.",347
1289,"Good-bye, Harry.",347
1290,"You are dining out, I suppose?",347
1291,So am I.,347
1292,Perhaps I shall see you at Lady Thornbury’s.”,347
1293,"“I dare say, my dear,” said Lord Henry, shutting the door behind her as, looking like a bird of paradise that had been out all night in the rain, she flitted out of the room, leaving a faint odour of frangipanni.",348
1294,Then he lit a cigarette and flung himself down on the sofa.,348
1295,"“Never marry a woman with straw-coloured hair, Dorian,” he said after a few puffs.",349
1296,"“Why, Harry?”",350
1297,“Because they are so sentimental.”,351
1298,“But I like sentimental people.”,352
1299,"“Never marry at all, Dorian.",353
1300,"Men marry because they are tired; women, because they are curious: both are disappointed.”",353
1301,"“I don’t think I am likely to marry, Harry.",354
1302,I am too much in love.,354
1303,That is one of your aphorisms.,354
1304,"I am putting it into practice, as I do everything that you say.”",354
1305,“Who are you in love with?” asked Lord Henry after a pause.,355
1306,"“With an actress,” said Dorian Gray, blushing.",356
1307,Lord Henry shrugged his shoulders.,357
1308,“That is a rather commonplace _début_.”,357
1309,"“You would not say so if you saw her, Harry.”",358
1310,“Who is she?”,359
1311,“Her name is Sibyl Vane.”,360
1312,“Never heard of her.”,361
1313,“No one has.,362
1314,"People will some day, however.",362
1315,She is a genius.”,362
1316,"“My dear boy, no woman is a genius.",363
1317,Women are a decorative sex.,363
1318,"They never have anything to say, but they say it charmingly.",363
1319,"Women represent the triumph of matter over mind, just as men represent the triumph of mind over morals.”",363
1320,"“Harry, how can you?”",364
1321,"“My dear Dorian, it is quite true.",365
1322,"I am analysing women at present, so I ought to know.",365
1323,The subject is not so abstruse as I thought it was.,365
1324,"I find that, ultimately, there are only two kinds of women, the plain and the coloured.",365
1325,The plain women are very useful.,365
1326,"If you want to gain a reputation for respectability, you have merely to take them down to supper.",365
1327,The other women are very charming.,365
1328,"They commit one mistake, however.",365
1329,They paint in order to try and look young.,365
1330,Our grandmothers painted in order to try and talk brilliantly.,365
1331,_Rouge_ and _esprit_ used to go together.,365
1332,That is all over now.,365
1333,"As long as a woman can look ten years younger than her own daughter, she is perfectly satisfied.",365
1334,"As for conversation, there are only five women in London worth talking to, and two of these can’t be admitted into decent society.",365
1335,"However, tell me about your genius.",365
1336,How long have you known her?”,365
1337,“Ah!,366
1338,"Harry, your views terrify me.”",366
1339,“Never mind that.,367
1340,How long have you known her?”,367
1341,“About three weeks.”,368
1342,“And where did you come across her?”,369
1343,"“I will tell you, Harry, but you mustn’t be unsympathetic about it.",370
1344,"After all, it never would have happened if I had not met you.",370
1345,You filled me with a wild desire to know everything about life.,370
1346,"For days after I met you, something seemed to throb in my veins.",370
1347,"As I lounged in the park, or strolled down Piccadilly, I used to look at every one who passed me and wonder, with a mad curiosity, what sort of lives they led.",370
1348,Some of them fascinated me.,370
1349,Others filled me with terror.,370
1350,There was an exquisite poison in the air.,370
1351,"I had a passion for sensations.... Well, one evening about seven o’clock, I determined to go out in search of some adventure.",370
1352,"I felt that this grey monstrous London of ours, with its myriads of people, its sordid sinners, and its splendid sins, as you once phrased it, must have something in store for me.",370
1353,I fancied a thousand things.,370
1354,The mere danger gave me a sense of delight.,370
1355,"I remembered what you had said to me on that wonderful evening when we first dined together, about the search for beauty being the real secret of life.",370
1356,"I don’t know what I expected, but I went out and wandered eastward, soon losing my way in a labyrinth of grimy streets and black grassless squares.",370
1357,"About half-past eight I passed by an absurd little theatre, with great flaring gas-jets and gaudy play-bills.",370
1358,"A hideous Jew, in the most amazing waistcoat I ever beheld in my life, was standing at the entrance, smoking a vile cigar.",370
1359,"He had greasy ringlets, and an enormous diamond blazed in the centre of a soiled shirt.",370
1360,"‘Have a box, my Lord?’ he said, when he saw me, and he took off his hat with an air of gorgeous servility.",370
1361,"There was something about him, Harry, that amused me.",370
1362,He was such a monster.,370
1363,"You will laugh at me, I know, but I really went in and paid a whole guinea for the stage-box.",370
1364,"To the present day I can’t make out why I did so; and yet if I hadn’t—my dear Harry, if I hadn’t—I should have missed the greatest romance of my life.",370
1365,I see you are laughing.,370
1366,It is horrid of you!”,370
1367,"“I am not laughing, Dorian; at least I am not laughing at you.",371
1368,But you should not say the greatest romance of your life.,371
1369,You should say the first romance of your life.,371
1370,"You will always be loved, and you will always be in love with love.",371
1371,A _grande passion_ is the privilege of people who have nothing to do.,371
1372,That is the one use of the idle classes of a country.,371
1373,Don’t be afraid.,371
1374,There are exquisite things in store for you.,371
1375,This is merely the beginning.”,371
1376,“Do you think my nature so shallow?” cried Dorian Gray angrily.,372
1377,“No; I think your nature so deep.”,373
1378,“How do you mean?”,374
1379,"“My dear boy, the people who love only once in their lives are really the shallow people.",375
1380,"What they call their loyalty, and their fidelity, I call either the lethargy of custom or their lack of imagination.",375
1381,Faithfulness is to the emotional life what consistency is to the life of the intellect—simply a confession of failure.,375
1382,Faithfulness!,375
1383,I must analyse it some day.,375
1384,The passion for property is in it.,375
1385,There are many things that we would throw away if we were not afraid that others might pick them up.,375
1386,But I don’t want to interrupt you.,375
1387,Go on with your story.”,375
1388,"“Well, I found myself seated in a horrid little private box, with a vulgar drop-scene staring me in the face.",376
1389,I looked out from behind the curtain and surveyed the house.,376
1390,"It was a tawdry affair, all Cupids and cornucopias, like a third-rate wedding-cake.",376
1391,"The gallery and pit were fairly full, but the two rows of dingy stalls were quite empty, and there was hardly a person in what I suppose they called the dress-circle.",376
1392,"Women went about with oranges and ginger-beer, and there was a terrible consumption of nuts going on.”",376
1393,“It must have been just like the palmy days of the British drama.”,377
1394,"“Just like, I should fancy, and very depressing.",378
1395,I began to wonder what on earth I should do when I caught sight of the play-bill.,378
1396,"What do you think the play was, Harry?”",378
1397,"“I should think ‘The Idiot Boy’, or ‘Dumb but Innocent’.",379
1398,"Our fathers used to like that sort of piece, I believe.",379
1399,"The longer I live, Dorian, the more keenly I feel that whatever was good enough for our fathers is not good enough for us.",379
1400,"In art, as in politics, _les grandpères ont toujours tort_.”",379
1401,"“This play was good enough for us, Harry.",380
1402,It was Romeo and Juliet.,380
1403,I must admit that I was rather annoyed at the idea of seeing Shakespeare done in such a wretched hole of a place.,380
1404,"Still, I felt interested, in a sort of way.",380
1405,"At any rate, I determined to wait for the first act.",380
1406,"There was a dreadful orchestra, presided over by a young Hebrew who sat at a cracked piano, that nearly drove me away, but at last the drop-scene was drawn up and the play began.",380
1407,"Romeo was a stout elderly gentleman, with corked eyebrows, a husky tragedy voice, and a figure like a beer-barrel.",380
1408,Mercutio was almost as bad.,380
1409,"He was played by the low-comedian, who had introduced gags of his own and was on most friendly terms with the pit.",380
1410,"They were both as grotesque as the scenery, and that looked as if it had come out of a country-booth.",380
1411,But Juliet!,380
1412,"Harry, imagine a girl, hardly seventeen years of age, with a little, flowerlike face, a small Greek head with plaited coils of dark-brown hair, eyes that were violet wells of passion, lips that were like the petals of a rose.",380
1413,She was the loveliest thing I had ever seen in my life.,380
1414,"You said to me once that pathos left you unmoved, but that beauty, mere beauty, could fill your eyes with tears.",380
1415,"I tell you, Harry, I could hardly see this girl for the mist of tears that came across me.",380
1416,And her voice—I never heard such a voice.,380
1417,"It was very low at first, with deep mellow notes that seemed to fall singly upon one’s ear.",380
1418,"Then it became a little louder, and sounded like a flute or a distant hautboy.",380
1419,In the garden-scene it had all the tremulous ecstasy that one hears just before dawn when nightingales are singing.,380
1420,"There were moments, later on, when it had the wild passion of violins.",380
1421,You know how a voice can stir one.,380
1422,Your voice and the voice of Sibyl Vane are two things that I shall never forget.,380
1423,"When I close my eyes, I hear them, and each of them says something different.",380
1424,I don’t know which to follow.,380
1425,Why should I not love her?,380
1426,"Harry, I do love her.",380
1427,She is everything to me in life.,380
1428,Night after night I go to see her play.,380
1429,"One evening she is Rosalind, and the next evening she is Imogen.",380
1430,"I have seen her die in the gloom of an Italian tomb, sucking the poison from her lover’s lips.",380
1431,"I have watched her wandering through the forest of Arden, disguised as a pretty boy in hose and doublet and dainty cap.",380
1432,"She has been mad, and has come into the presence of a guilty king, and given him rue to wear and bitter herbs to taste of.",380
1433,"She has been innocent, and the black hands of jealousy have crushed her reedlike throat.",380
1434,I have seen her in every age and in every costume.,380
1435,Ordinary women never appeal to one’s imagination.,380
1436,They are limited to their century.,380
1437,No glamour ever transfigures them.,380
1438,One knows their minds as easily as one knows their bonnets.,380
1439,One can always find them.,380
1440,There is no mystery in any of them.,380
1441,They ride in the park in the morning and chatter at tea-parties in the afternoon.,380
1442,They have their stereotyped smile and their fashionable manner.,380
1443,They are quite obvious.,380
1444,But an actress!,380
1445,How different an actress is!,380
1446,Harry!,380
1447,why didn’t you tell me that the only thing worth loving is an actress?”,380
1448,"“Because I have loved so many of them, Dorian.”",381
1449,"“Oh, yes, horrid people with dyed hair and painted faces.”",382
1450,“Don’t run down dyed hair and painted faces.,383
1451,"There is an extraordinary charm in them, sometimes,” said Lord Henry.",383
1452,“I wish now I had not told you about Sibyl Vane.”,384
1453,"“You could not have helped telling me, Dorian.",385
1454,All through your life you will tell me everything you do.”,385
1455,"“Yes, Harry, I believe that is true.",386
1456,I cannot help telling you things.,386
1457,You have a curious influence over me.,386
1458,"If I ever did a crime, I would come and confess it to you.",386
1459,You would understand me.”,386
1460,"“People like you—the wilful sunbeams of life—don’t commit crimes, Dorian.",387
1461,"But I am much obliged for the compliment, all the same.",387
1462,"And now tell me—reach me the matches, like a good boy—thanks—what are your actual relations with Sibyl Vane?”",387
1463,"Dorian Gray leaped to his feet, with flushed cheeks and burning eyes.",388
1464,“Harry!,388
1465,Sibyl Vane is sacred!”,388
1466,"“It is only the sacred things that are worth touching, Dorian,” said Lord Henry, with a strange touch of pathos in his voice.",389
1467,“But why should you be annoyed?,389
1468,I suppose she will belong to you some day.,389
1469,"When one is in love, one always begins by deceiving one’s self, and one always ends by deceiving others.",389
1470,That is what the world calls a romance.,389
1471,"You know her, at any rate, I suppose?”",389
1472,“Of course I know her.,390
1473,"On the first night I was at the theatre, the horrid old Jew came round to the box after the performance was over and offered to take me behind the scenes and introduce me to her.",390
1474,"I was furious with him, and told him that Juliet had been dead for hundreds of years and that her body was lying in a marble tomb in Verona.",390
1475,"I think, from his blank look of amazement, that he was under the impression that I had taken too much champagne, or something.”",390
1476,“I am not surprised.”,391
1477,“Then he asked me if I wrote for any of the newspapers.,392
1478,I told him I never even read them.,392
1479,"He seemed terribly disappointed at that, and confided to me that all the dramatic critics were in a conspiracy against him, and that they were every one of them to be bought.”",392
1480,“I should not wonder if he was quite right there.,393
1481,"But, on the other hand, judging from their appearance, most of them cannot be at all expensive.”",393
1482,"“Well, he seemed to think they were beyond his means,” laughed Dorian.",394
1483,"“By this time, however, the lights were being put out in the theatre, and I had to go.",394
1484,He wanted me to try some cigars that he strongly recommended.,394
1485,I declined.,394
1486,"The next night, of course, I arrived at the place again.",394
1487,"When he saw me, he made me a low bow and assured me that I was a munificent patron of art.",394
1488,"He was a most offensive brute, though he had an extraordinary passion for Shakespeare.",394
1489,"He told me once, with an air of pride, that his five bankruptcies were entirely due to ‘The Bard,’ as he insisted on calling him.",394
1490,He seemed to think it a distinction.”,394
1491,"“It was a distinction, my dear Dorian—a great distinction.",395
1492,Most people become bankrupt through having invested too heavily in the prose of life.,395
1493,To have ruined one’s self over poetry is an honour.,395
1494,But when did you first speak to Miss Sibyl Vane?”,395
1495,“The third night.,396
1496,She had been playing Rosalind.,396
1497,I could not help going round.,396
1498,"I had thrown her some flowers, and she had looked at me—at least I fancied that she had.",396
1499,The old Jew was persistent.,396
1500,"He seemed determined to take me behind, so I consented.",396
1501,"It was curious my not wanting to know her, wasn’t it?”",396
1502,“No; I don’t think so.”,397
1503,"“My dear Harry, why?”",398
1504,“I will tell you some other time.,399
1505,Now I want to know about the girl.”,399
1506,“Sibyl?,400
1507,"Oh, she was so shy and so gentle.",400
1508,There is something of a child about her.,400
1509,"Her eyes opened wide in exquisite wonder when I told her what I thought of her performance, and she seemed quite unconscious of her power.",400
1510,I think we were both rather nervous.,400
1511,"The old Jew stood grinning at the doorway of the dusty greenroom, making elaborate speeches about us both, while we stood looking at each other like children.",400
1512,"He would insist on calling me ‘My Lord,’ so I had to assure Sibyl that I was not anything of the kind.",400
1513,"She said quite simply to me, ‘You look more like a prince.",400
1514,I must call you Prince Charming.’”,400
1515,"“Upon my word, Dorian, Miss Sibyl knows how to pay compliments.”",401
1516,"“You don’t understand her, Harry.",402
1517,She regarded me merely as a person in a play.,402
1518,She knows nothing of life.,402
1519,"She lives with her mother, a faded tired woman who played Lady Capulet in a sort of magenta dressing-wrapper on the first night, and looks as if she had seen better days.”",402
1520,“I know that look.,403
1521,"It depresses me,” murmured Lord Henry, examining his rings.",403
1522,"“The Jew wanted to tell me her history, but I said it did not interest me.”",404
1523,“You were quite right.,405
1524,There is always something infinitely mean about other people’s tragedies.”,405
1525,“Sibyl is the only thing I care about.,406
1526,What is it to me where she came from?,406
1527,"From her little head to her little feet, she is absolutely and entirely divine.",406
1528,"Every night of my life I go to see her act, and every night she is more marvellous.”",406
1529,"“That is the reason, I suppose, that you never dine with me now.",407
1530,I thought you must have some curious romance on hand.,407
1531,You have; but it is not quite what I expected.”,407
1532,"“My dear Harry, we either lunch or sup together every day, and I have been to the opera with you several times,” said Dorian, opening his blue eyes in wonder.",408
1533,“You always come dreadfully late.”,409
1534,"“Well, I can’t help going to see Sibyl play,” he cried, “even if it is only for a single act.",410
1535,"I get hungry for her presence; and when I think of the wonderful soul that is hidden away in that little ivory body, I am filled with awe.”",410
1536,"“You can dine with me to-night, Dorian, can’t you?”",411
1537,He shook his head.,412
1538,"“To-night she is Imogen,” he answered, “and to-morrow night she will be Juliet.”",412
1539,“When is she Sibyl Vane?”,413
1540,“Never.”,414
1541,“I congratulate you.”,415
1542,“How horrid you are!,416
1543,She is all the great heroines of the world in one.,416
1544,She is more than an individual.,416
1545,"You laugh, but I tell you she has genius.",416
1546,"I love her, and I must make her love me.",416
1547,"You, who know all the secrets of life, tell me how to charm Sibyl Vane to love me!",416
1548,I want to make Romeo jealous.,416
1549,I want the dead lovers of the world to hear our laughter and grow sad.,416
1550,"I want a breath of our passion to stir their dust into consciousness, to wake their ashes into pain.",416
1551,"My God, Harry, how I worship her!” He was walking up and down the room as he spoke.",416
1552,Hectic spots of red burned on his cheeks.,416
1553,He was terribly excited.,416
1554,Lord Henry watched him with a subtle sense of pleasure.,417
1555,How different he was now from the shy frightened boy he had met in Basil Hallward’s studio!,417
1556,"His nature had developed like a flower, had borne blossoms of scarlet flame.",417
1557,"Out of its secret hiding-place had crept his soul, and desire had come to meet it on the way.",417
1558,“And what do you propose to do?” said Lord Henry at last.,418
1559,“I want you and Basil to come with me some night and see her act.,419
1560,I have not the slightest fear of the result.,419
1561,You are certain to acknowledge her genius.,419
1562,Then we must get her out of the Jew’s hands.,419
1563,She is bound to him for three years—at least for two years and eight months—from the present time.,419
1564,"I shall have to pay him something, of course.",419
1565,"When all that is settled, I shall take a West End theatre and bring her out properly.",419
1566,She will make the world as mad as she has made me.”,419
1567,"“That would be impossible, my dear boy.”",420
1568,"“Yes, she will.",421
1569,"She has not merely art, consummate art-instinct, in her, but she has personality also; and you have often told me that it is personalities, not principles, that move the age.”",421
1570,"“Well, what night shall we go?”",422
1571,“Let me see.,423
1572,To-day is Tuesday.,423
1573,Let us fix to-morrow.,423
1574,She plays Juliet to-morrow.”,423
1575,“All right.,424
1576,The Bristol at eight o’clock; and I will get Basil.”,424
1577,"“Not eight, Harry, please.",425
1578,Half-past six.,425
1579,We must be there before the curtain rises.,425
1580,"You must see her in the first act, where she meets Romeo.”",425
1581,“Half-past six!,426
1582,What an hour!,426
1583,"It will be like having a meat-tea, or reading an English novel.",426
1584,It must be seven.,426
1585,No gentleman dines before seven.,426
1586,Shall you see Basil between this and then?,426
1587,Or shall I write to him?”,426
1588,“Dear Basil!,427
1589,I have not laid eyes on him for a week.,427
1590,"It is rather horrid of me, as he has sent me my portrait in the most wonderful frame, specially designed by himself, and, though I am a little jealous of the picture for being a whole month younger than I am, I must admit that I delight in it.",427
1591,Perhaps you had better write to him.,427
1592,I don’t want to see him alone.,427
1593,He says things that annoy me.,427
1594,He gives me good advice.”,427
1595,Lord Henry smiled.,428
1596,“People are very fond of giving away what they need most themselves.,428
1597,It is what I call the depth of generosity.”,428
1598,"“Oh, Basil is the best of fellows, but he seems to me to be just a bit of a Philistine.",429
1599,"Since I have known you, Harry, I have discovered that.”",429
1600,"“Basil, my dear boy, puts everything that is charming in him into his work.",430
1601,"The consequence is that he has nothing left for life but his prejudices, his principles, and his common sense.",430
1602,The only artists I have ever known who are personally delightful are bad artists.,430
1603,"Good artists exist simply in what they make, and consequently are perfectly uninteresting in what they are.",430
1604,"A great poet, a really great poet, is the most unpoetical of all creatures.",430
1605,But inferior poets are absolutely fascinating.,430
1606,"The worse their rhymes are, the more picturesque they look.",430
1607,The mere fact of having published a book of second-rate sonnets makes a man quite irresistible.,430
1608,He lives the poetry that he cannot write.,430
1609,The others write the poetry that they dare not realize.”,430
1610,"“I wonder is that really so, Harry?” said Dorian Gray, putting some perfume on his handkerchief out of a large, gold-topped bottle that stood on the table.",431
1611,"“It must be, if you say it.",431
1612,And now I am off.,431
1613,Imogen is waiting for me.,431
1614,Don’t forget about to-morrow.,431
1615,Good-bye.”,431
1616,"As he left the room, Lord Henry’s heavy eyelids drooped, and he began to think.",432
1617,"Certainly few people had ever interested him so much as Dorian Gray, and yet the lad’s mad adoration of some one else caused him not the slightest pang of annoyance or jealousy.",432
1618,He was pleased by it.,432
1619,It made him a more interesting study.,432
1620,"He had been always enthralled by the methods of natural science, but the ordinary subject-matter of that science had seemed to him trivial and of no import.",432
1621,"And so he had begun by vivisecting himself, as he had ended by vivisecting others.",432
1622,Human life—that appeared to him the one thing worth investigating.,432
1623,Compared to it there was nothing else of any value.,432
1624,"It was true that as one watched life in its curious crucible of pain and pleasure, one could not wear over one’s face a mask of glass, nor keep the sulphurous fumes from troubling the brain and making the imagination turbid with monstrous fancies and misshapen dreams.",432
1625,There were poisons so subtle that to know their properties one had to sicken of them.,432
1626,There were maladies so strange that one had to pass through them if one sought to understand their nature.,432
1627,"And, yet, what a great reward one received!",432
1628,How wonderful the whole world became to one!,432
1629,"To note the curious hard logic of passion, and the emotional coloured life of the intellect—to observe where they met, and where they separated, at what point they were in unison, and at what point they were at discord—there was a delight in that!",432
1630,What matter what the cost was?,432
1631,One could never pay too high a price for any sensation.,432
1632,"He was conscious—and the thought brought a gleam of pleasure into his brown agate eyes—that it was through certain words of his, musical words said with musical utterance, that Dorian Gray’s soul had turned to this white girl and bowed in worship before her.",433
1633,To a large extent the lad was his own creation.,433
1634,He had made him premature.,433
1635,That was something.,433
1636,"Ordinary people waited till life disclosed to them its secrets, but to the few, to the elect, the mysteries of life were revealed before the veil was drawn away.",433
1637,"Sometimes this was the effect of art, and chiefly of the art of literature, which dealt immediately with the passions and the intellect.",433
1638,"But now and then a complex personality took the place and assumed the office of art, was indeed, in its way, a real work of art, life having its elaborate masterpieces, just as poetry has, or sculpture, or painting.",433
1639,"Yes, the lad was premature.",434
1640,He was gathering his harvest while it was yet spring.,434
1641,"The pulse and passion of youth were in him, but he was becoming self-conscious.",434
1642,It was delightful to watch him.,434
1643,"With his beautiful face, and his beautiful soul, he was a thing to wonder at.",434
1644,"It was no matter how it all ended, or was destined to end.",434
1645,"He was like one of those gracious figures in a pageant or a play, whose joys seem to be remote from one, but whose sorrows stir one’s sense of beauty, and whose wounds are like red roses.",434
1646,"Soul and body, body and soul—how mysterious they were!",435
1647,"There was animalism in the soul, and the body had its moments of spirituality.",435
1648,"The senses could refine, and the intellect could degrade.",435
1649,"Who could say where the fleshly impulse ceased, or the psychical impulse began?",435
1650,How shallow were the arbitrary definitions of ordinary psychologists!,435
1651,And yet how difficult to decide between the claims of the various schools!,435
1652,Was the soul a shadow seated in the house of sin?,435
1653,"Or was the body really in the soul, as Giordano Bruno thought?",435
1654,"The separation of spirit from matter was a mystery, and the union of spirit with matter was a mystery also.",435
1655,He began to wonder whether we could ever make psychology so absolute a science that each little spring of life would be revealed to us.,436
1656,"As it was, we always misunderstood ourselves and rarely understood others.",436
1657,Experience was of no ethical value.,436
1658,It was merely the name men gave to their mistakes.,436
1659,"Moralists had, as a rule, regarded it as a mode of warning, had claimed for it a certain ethical efficacy in the formation of character, had praised it as something that taught us what to follow and showed us what to avoid.",436
1660,But there was no motive power in experience.,436
1661,It was as little of an active cause as conscience itself.,436
1662,"All that it really demonstrated was that our future would be the same as our past, and that the sin we had done once, and with loathing, we would do many times, and with joy.",436
1663,"It was clear to him that the experimental method was the only method by which one could arrive at any scientific analysis of the passions; and certainly Dorian Gray was a subject made to his hand, and seemed to promise rich and fruitful results.",437
1664,His sudden mad love for Sibyl Vane was a psychological phenomenon of no small interest.,437
1665,"There was no doubt that curiosity had much to do with it, curiosity and the desire for new experiences, yet it was not a simple, but rather a very complex passion.",437
1666,"What there was in it of the purely sensuous instinct of boyhood had been transformed by the workings of the imagination, changed into something that seemed to the lad himself to be remote from sense, and was for that very reason all the more dangerous.",437
1667,It was the passions about whose origin we deceived ourselves that tyrannized most strongly over us.,437
1668,Our weakest motives were those of whose nature we were conscious.,437
1669,It often happened that when we thought we were experimenting on others we were really experimenting on ourselves.,437
1670,"While Lord Henry sat dreaming on these things, a knock came to the door, and his valet entered and reminded him it was time to dress for dinner.",438
1671,He got up and looked out into the street.,438
1672,The sunset had smitten into scarlet gold the upper windows of the houses opposite.,438
1673,The panes glowed like plates of heated metal.,438
1674,The sky above was like a faded rose.,438
1675,He thought of his friend’s young fiery-coloured life and wondered how it was all going to end.,438
1676,"When he arrived home, about half-past twelve o’clock, he saw a telegram lying on the hall table.",439
1677,He opened it and found it was from Dorian Gray.,439
1678,It was to tell him that he was engaged to be married to Sibyl Vane.,439
1679, CHAPTER V.,441
1680," “Mother, Mother, I am so happy!” whispered the girl, burying her face in the lap of the faded, tired-looking woman who, with back turned to the shrill intrusive light, was sitting in the one arm-chair that their dingy sitting-room contained.",442
1681,"“I am so happy!” she repeated, “and you must be happy, too!”",442
1682,"Mrs. Vane winced and put her thin, bismuth-whitened hands on her daughter’s head.",443
1683,"“Happy!” she echoed, “I am only happy, Sibyl, when I see you act.",443
1684,You must not think of anything but your acting.,443
1685,"Mr. Isaacs has been very good to us, and we owe him money.”",443
1686,The girl looked up and pouted.,444
1687,"“Money, Mother?” she cried, “what does money matter?",444
1688,Love is more than money.”,444
1689,“Mr.,445
1690,Isaacs has advanced us fifty pounds to pay off our debts and to get a proper outfit for James.,445
1691,"You must not forget that, Sibyl.",445
1692,Fifty pounds is a very large sum.,445
1693,Mr. Isaacs has been most considerate.”,445
1694,"“He is not a gentleman, Mother, and I hate the way he talks to me,” said the girl, rising to her feet and going over to the window.",446
1695,"“I don’t know how we could manage without him,” answered the elder woman querulously.",447
1696,Sibyl Vane tossed her head and laughed.,448
1697,"“We don’t want him any more, Mother.",448
