,lines,paragraph
1942,park.”,482
1943,"“Nonsense, Jim,” she whispered, stroking the sleeve of his coat.",483
1944,"He hesitated for a moment. “Very well,” he said at last, “but don’t be",484
1945,too long dressing.” She danced out of the door. One could hear her,484
1946,singing as she ran upstairs. Her little feet pattered overhead.,484
1947,He walked up and down the room two or three times. Then he turned to,485
1948,"the still figure in the chair. “Mother, are my things ready?” he asked.",485
1949,"“Quite ready, James,” she answered, keeping her eyes on her work. For",486
1950,some months past she had felt ill at ease when she was alone with this,486
1951,rough stern son of hers. Her shallow secret nature was troubled when,486
1952,their eyes met. She used to wonder if he suspected anything. The,486
1953,"silence, for he made no other observation, became intolerable to her.",486
1954,"She began to complain. Women defend themselves by attacking, just as",486
1955,they attack by sudden and strange surrenders. “I hope you will be,486
1956,"contented, James, with your sea-faring life,” she said. “You must",486
1957,remember that it is your own choice. You might have entered a,486
1958,"solicitor’s office. Solicitors are a very respectable class, and in the",486
1959,country often dine with the best families.”,486
1960,"“I hate offices, and I hate clerks,” he replied. “But you are quite",487
1961,"right. I have chosen my own life. All I say is, watch over Sibyl. Don’t",487
1962,"let her come to any harm. Mother, you must watch over her.”",487
1963,"“James, you really talk very strangely. Of course I watch over Sibyl.”",488
1964,“I hear a gentleman comes every night to the theatre and goes behind to,489
1965,talk to her. Is that right? What about that?”,489
1966,"“You are speaking about things you don’t understand, James. In the",490
1967,profession we are accustomed to receive a great deal of most gratifying,490
1968,attention. I myself used to receive many bouquets at one time. That was,490
1969,"when acting was really understood. As for Sibyl, I do not know at",490
1970,present whether her attachment is serious or not. But there is no doubt,490
1971,that the young man in question is a perfect gentleman. He is always,490
1972,"most polite to me. Besides, he has the appearance of being rich, and",490
1973,the flowers he sends are lovely.”,490
1974,"“You don’t know his name, though,” said the lad harshly.",491
1975,"“No,” answered his mother with a placid expression in her face. “He has",492
1976,not yet revealed his real name. I think it is quite romantic of him. He,492
1977,is probably a member of the aristocracy.”,492
1978,"James Vane bit his lip. “Watch over Sibyl, Mother,” he cried, “watch",493
1979,over her.”,493
1980,"“My son, you distress me very much. Sibyl is always under my special",494
1981,"care. Of course, if this gentleman is wealthy, there is no reason why",494
1982,she should not contract an alliance with him. I trust he is one of the,494
1983,"aristocracy. He has all the appearance of it, I must say. It might be a",494
1984,most brilliant marriage for Sibyl. They would make a charming couple.,494
1985,His good looks are really quite remarkable; everybody notices them.”,494
1986,The lad muttered something to himself and drummed on the window-pane,495
1987,with his coarse fingers. He had just turned round to say something when,495
1988,the door opened and Sibyl ran in.,495
1989,“How serious you both are!” she cried. “What is the matter?”,496
1990,"“Nothing,” he answered. “I suppose one must be serious sometimes.",497
1991,"Good-bye, Mother; I will have my dinner at five o’clock. Everything is",497
1992,"packed, except my shirts, so you need not trouble.”",497
1993,"“Good-bye, my son,” she answered with a bow of strained stateliness.",498
1994,"She was extremely annoyed at the tone he had adopted with her, and",499
1995,there was something in his look that had made her feel afraid.,499
1996,"“Kiss me, Mother,” said the girl. Her flowerlike lips touched the",500
1997,withered cheek and warmed its frost.,500
1998,"“My child! my child!” cried Mrs. Vane, looking up to the ceiling in",501
1999,search of an imaginary gallery.,501
2000,"“Come, Sibyl,” said her brother impatiently. He hated his mother’s",502
2001,affectations.,502
2002,"They went out into the flickering, wind-blown sunlight and strolled",503
2003,down the dreary Euston Road. The passersby glanced in wonder at the,503
2004,"sullen heavy youth who, in coarse, ill-fitting clothes, was in the",503
2005,"company of such a graceful, refined-looking girl. He was like a common",503
2006,gardener walking with a rose.,503
2007,Jim frowned from time to time when he caught the inquisitive glance of,504
2008,"some stranger. He had that dislike of being stared at, which comes on",504
2009,"geniuses late in life and never leaves the commonplace. Sibyl, however,",504
2010,was quite unconscious of the effect she was producing. Her love was,504
2011,"trembling in laughter on her lips. She was thinking of Prince Charming,",504
2012,"and, that she might think of him all the more, she did not talk of him,",504
2013,"but prattled on about the ship in which Jim was going to sail, about",504
2014,"the gold he was certain to find, about the wonderful heiress whose life",504
2015,"he was to save from the wicked, red-shirted bushrangers. For he was not",504
2016,"to remain a sailor, or a supercargo, or whatever he was going to be.",504
2017,"Oh, no! A sailor’s existence was dreadful. Fancy being cooped up in a",504
2018,"horrid ship, with the hoarse, hump-backed waves trying to get in, and a",504
2019,black wind blowing the masts down and tearing the sails into long,504
2020,"screaming ribands! He was to leave the vessel at Melbourne, bid a",504
2021,"polite good-bye to the captain, and go off at once to the gold-fields.",504
2022,Before a week was over he was to come across a large nugget of pure,504
2023,"gold, the largest nugget that had ever been discovered, and bring it",504
2024,down to the coast in a waggon guarded by six mounted policemen. The,504
2025,"bushrangers were to attack them three times, and be defeated with",504
2026,"immense slaughter. Or, no. He was not to go to the gold-fields at all.",504
2027,"They were horrid places, where men got intoxicated, and shot each other",504
2028,"in bar-rooms, and used bad language. He was to be a nice sheep-farmer,",504
2029,"and one evening, as he was riding home, he was to see the beautiful",504
2030,"heiress being carried off by a robber on a black horse, and give chase,",504
2031,"and rescue her. Of course, she would fall in love with him, and he with",504
2032,"her, and they would get married, and come home, and live in an immense",504
2033,"house in London. Yes, there were delightful things in store for him.",504
2034,"But he must be very good, and not lose his temper, or spend his money",504
2035,"foolishly. She was only a year older than he was, but she knew so much",504
2036,"more of life. He must be sure, also, to write to her by every mail, and",504
2037,to say his prayers each night before he went to sleep. God was very,504
2038,"good, and would watch over him. She would pray for him, too, and in a",504
2039,few years he would come back quite rich and happy.,504
2040,The lad listened sulkily to her and made no answer. He was heart-sick,505
2041,at leaving home.,505
2042,Yet it was not this alone that made him gloomy and morose.,506
2043,"Inexperienced though he was, he had still a strong sense of the danger",506
2044,of Sibyl’s position. This young dandy who was making love to her could,506
2045,"mean her no good. He was a gentleman, and he hated him for that, hated",506
2046,"him through some curious race-instinct for which he could not account,",506
2047,and which for that reason was all the more dominant within him. He was,506
2048,"conscious also of the shallowness and vanity of his mother’s nature,",506
2049,and in that saw infinite peril for Sibyl and Sibyl’s happiness.,506
2050,Children begin by loving their parents; as they grow older they judge,506
2051,them; sometimes they forgive them.,506
2052,"His mother! He had something on his mind to ask of her, something that",507
2053,he had brooded on for many months of silence. A chance phrase that he,507
2054,"had heard at the theatre, a whispered sneer that had reached his ears",507
2055,"one night as he waited at the stage-door, had set loose a train of",507
2056,horrible thoughts. He remembered it as if it had been the lash of a,507
2057,hunting-crop across his face. His brows knit together into a wedge-like,507
2058,"furrow, and with a twitch of pain he bit his underlip.",507
2059,"“You are not listening to a word I am saying, Jim,” cried Sibyl, “and I",508
2060,am making the most delightful plans for your future. Do say something.”,508
2061,“What do you want me to say?”,509
2062,"“Oh! that you will be a good boy and not forget us,” she answered,",510
2063,smiling at him.,510
2064,He shrugged his shoulders. “You are more likely to forget me than I am,511
2065,"to forget you, Sibyl.”",511
2066,"She flushed. “What do you mean, Jim?” she asked.",512
2067,"“You have a new friend, I hear. Who is he? Why have you not told me",513
2068,about him? He means you no good.”,513
2069,"“Stop, Jim!” she exclaimed. “You must not say anything against him. I",514
2070,love him.”,514
2071,"“Why, you don’t even know his name,” answered the lad. “Who is he? I",515
2072,have a right to know.”,515
2073,“He is called Prince Charming. Don’t you like the name? Oh! you silly,516
2074,"boy! you should never forget it. If you only saw him, you would think",516
2075,him the most wonderful person in the world. Some day you will meet,516
2076,him—when you come back from Australia. You will like him so much.,516
2077,"Everybody likes him, and I ... love him. I wish you could come to the",516
2078,"theatre to-night. He is going to be there, and I am to play Juliet. Oh!",516
2079,"how I shall play it! Fancy, Jim, to be in love and play Juliet! To have",516
2080,him sitting there! To play for his delight! I am afraid I may frighten,516
2081,"the company, frighten or enthrall them. To be in love is to surpass",516
2082,one’s self. Poor dreadful Mr. Isaacs will be shouting ‘genius’ to his,516
2083,loafers at the bar. He has preached me as a dogma; to-night he will,516
2084,"announce me as a revelation. I feel it. And it is all his, his only,",516
2085,"Prince Charming, my wonderful lover, my god of graces. But I am poor",516
2086,beside him. Poor? What does that matter? When poverty creeps in at the,516
2087,"door, love flies in through the window. Our proverbs want rewriting.",516
2088,"They were made in winter, and it is summer now; spring-time for me, I",516
2089,"think, a very dance of blossoms in blue skies.”",516
2090,"“He is a gentleman,” said the lad sullenly.",517
2091,“A prince!” she cried musically. “What more do you want?”,518
2092,“He wants to enslave you.”,519
2093,“I shudder at the thought of being free.”,520
2094,“I want you to beware of him.”,521
2095,“To see him is to worship him; to know him is to trust him.”,522
2096,"“Sibyl, you are mad about him.”",523
2097,"She laughed and took his arm. “You dear old Jim, you talk as if you",524
2098,were a hundred. Some day you will be in love yourself. Then you will,524
2099,know what it is. Don’t look so sulky. Surely you should be glad to,524
2100,"think that, though you are going away, you leave me happier than I have",524
2101,"ever been before. Life has been hard for us both, terribly hard and",524
2102,"difficult. But it will be different now. You are going to a new world,",524
2103,and I have found one. Here are two chairs; let us sit down and see the,524
2104,smart people go by.”,524
2105,They took their seats amidst a crowd of watchers. The tulip-beds across,525
2106,the road flamed like throbbing rings of fire. A white dust—tremulous,525
2107,cloud of orris-root it seemed—hung in the panting air. The brightly,525
2108,coloured parasols danced and dipped like monstrous butterflies.,525
2109,"She made her brother talk of himself, his hopes, his prospects. He",526
2110,spoke slowly and with effort. They passed words to each other as,526
2111,players at a game pass counters. Sibyl felt oppressed. She could not,526
2112,communicate her joy. A faint smile curving that sullen mouth was all,526
2113,the echo she could win. After some time she became silent. Suddenly she,526
2114,"caught a glimpse of golden hair and laughing lips, and in an open",526
2115,carriage with two ladies Dorian Gray drove past.,526
2116,She started to her feet. “There he is!” she cried.,527
2117,“Who?” said Jim Vane.,528
2118,"“Prince Charming,” she answered, looking after the victoria.",529
2119,He jumped up and seized her roughly by the arm. “Show him to me. Which,530
2120,is he? Point him out. I must see him!” he exclaimed; but at that moment,530
2121,"the Duke of Berwick’s four-in-hand came between, and when it had left",530
2122,"the space clear, the carriage had swept out of the park.",530
2123,"“He is gone,” murmured Sibyl sadly. “I wish you had seen him.”",531
2124,"“I wish I had, for as sure as there is a God in heaven, if he ever does",532
2125,"you any wrong, I shall kill him.”",532
2126,She looked at him in horror. He repeated his words. They cut the air,533
2127,like a dagger. The people round began to gape. A lady standing close to,533
2128,her tittered.,533
2129,"“Come away, Jim; come away,” she whispered. He followed her doggedly as",534
2130,she passed through the crowd. He felt glad at what he had said.,534
2131,"When they reached the Achilles Statue, she turned round. There was pity",535
2132,in her eyes that became laughter on her lips. She shook her head at,535
2133,"him. “You are foolish, Jim, utterly foolish; a bad-tempered boy, that",535
2134,is all. How can you say such horrible things? You don’t know what you,535
2135,are talking about. You are simply jealous and unkind. Ah! I wish you,535
2136,"would fall in love. Love makes people good, and what you said was",535
2137,wicked.”,535
2138,"“I am sixteen,” he answered, “and I know what I am about. Mother is no",536
2139,help to you. She doesn’t understand how to look after you. I wish now,536
2140,that I was not going to Australia at all. I have a great mind to chuck,536
2141,"the whole thing up. I would, if my articles hadn’t been signed.”",536
2142,"“Oh, don’t be so serious, Jim. You are like one of the heroes of those",537
2143,silly melodramas Mother used to be so fond of acting in. I am not going,537
2144,"to quarrel with you. I have seen him, and oh! to see him is perfect",537
2145,happiness. We won’t quarrel. I know you would never harm any one I,537
2146,"love, would you?”",537
2147,"“Not as long as you love him, I suppose,” was the sullen answer.",538
2148,“I shall love him for ever!” she cried.,539
2149,“And he?”,540
2150,"“For ever, too!”",541
2151,“He had better.”,542
2152,She shrank from him. Then she laughed and put her hand on his arm. He,543
2153,was merely a boy.,543
2154,"At the Marble Arch they hailed an omnibus, which left them close to",544
2155,"their shabby home in the Euston Road. It was after five o’clock, and",544
2156,Sibyl had to lie down for a couple of hours before acting. Jim insisted,544
2157,that she should do so. He said that he would sooner part with her when,544
2158,"their mother was not present. She would be sure to make a scene, and he",544
2159,detested scenes of every kind.,544
2160,"In Sybil’s own room they parted. There was jealousy in the lad’s heart,",545
2161,"and a fierce murderous hatred of the stranger who, as it seemed to him,",545
2162,"had come between them. Yet, when her arms were flung round his neck,",545
2163,"and her fingers strayed through his hair, he softened and kissed her",545
2164,with real affection. There were tears in his eyes as he went,545
2165,downstairs.,545
2166,His mother was waiting for him below. She grumbled at his,546
2167,"unpunctuality, as he entered. He made no answer, but sat down to his",546
2168,meagre meal. The flies buzzed round the table and crawled over the,546
2169,"stained cloth. Through the rumble of omnibuses, and the clatter of",546
2170,"street-cabs, he could hear the droning voice devouring each minute that",546
2171,was left to him.,546
2172,"After some time, he thrust away his plate and put his head in his",547
2173,hands. He felt that he had a right to know. It should have been told to,547
2174,"him before, if it was as he suspected. Leaden with fear, his mother",547
2175,watched him. Words dropped mechanically from her lips. A tattered lace,547
2176,"handkerchief twitched in her fingers. When the clock struck six, he got",547
2177,up and went to the door. Then he turned back and looked at her. Their,547
2178,eyes met. In hers he saw a wild appeal for mercy. It enraged him.,547
2179,"“Mother, I have something to ask you,” he said. Her eyes wandered",548
2180,vaguely about the room. She made no answer. “Tell me the truth. I have,548
2181,a right to know. Were you married to my father?”,548
2182,"She heaved a deep sigh. It was a sigh of relief. The terrible moment,",549
2183,"the moment that night and day, for weeks and months, she had dreaded,",549
2184,"had come at last, and yet she felt no terror. Indeed, in some measure",549
2185,it was a disappointment to her. The vulgar directness of the question,549
2186,called for a direct answer. The situation had not been gradually led up,549
2187,to. It was crude. It reminded her of a bad rehearsal.,549
2188,"“No,” she answered, wondering at the harsh simplicity of life.",550
2189,"“My father was a scoundrel then!” cried the lad, clenching his fists.",551
2190,She shook her head. “I knew he was not free. We loved each other very,552
2191,"much. If he had lived, he would have made provision for us. Don’t speak",552
2192,"against him, my son. He was your father, and a gentleman. Indeed, he",552
2193,was highly connected.”,552
2194,"An oath broke from his lips. “I don’t care for myself,” he exclaimed,",553
2195,"“but don’t let Sibyl.... It is a gentleman, isn’t it, who is in love",553
2196,"with her, or says he is? Highly connected, too, I suppose.”",553
2197,For a moment a hideous sense of humiliation came over the woman. Her,554
2198,head drooped. She wiped her eyes with shaking hands. “Sibyl has a,554
2199,"mother,” she murmured; “I had none.”",554
2200,"The lad was touched. He went towards her, and stooping down, he kissed",555
2201,"her. “I am sorry if I have pained you by asking about my father,” he",555
2202,"said, “but I could not help it. I must go now. Good-bye. Don’t forget",555
2203,"that you will have only one child now to look after, and believe me",555
2204,"that if this man wrongs my sister, I will find out who he is, track him",555
2205,"down, and kill him like a dog. I swear it.”",555
2206,"The exaggerated folly of the threat, the passionate gesture that",556
2207,"accompanied it, the mad melodramatic words, made life seem more vivid",556
2208,"to her. She was familiar with the atmosphere. She breathed more freely,",556
2209,and for the first time for many months she really admired her son. She,556
2210,would have liked to have continued the scene on the same emotional,556
2211,"scale, but he cut her short. Trunks had to be carried down and mufflers",556
2212,looked for. The lodging-house drudge bustled in and out. There was the,556
2213,bargaining with the cabman. The moment was lost in vulgar details. It,556
2214,was with a renewed feeling of disappointment that she waved the,556
2215,"tattered lace handkerchief from the window, as her son drove away. She",556
2216,was conscious that a great opportunity had been wasted. She consoled,556
2217,"herself by telling Sibyl how desolate she felt her life would be, now",556
2218,that she had only one child to look after. She remembered the phrase.,556
2219,It had pleased her. Of the threat she said nothing. It was vividly and,556
2220,dramatically expressed. She felt that they would all laugh at it some,556
2221,day.,556
2222,CHAPTER VI.,560
2223,"“I suppose you have heard the news, Basil?” said Lord Henry that",562
2224,evening as Hallward was shown into a little private room at the Bristol,562
2225,where dinner had been laid for three.,562
2226,"“No, Harry,” answered the artist, giving his hat and coat to the bowing",563
2227,"waiter. “What is it? Nothing about politics, I hope! They don’t",563
2228,interest me. There is hardly a single person in the House of Commons,563
2229,"worth painting, though many of them would be the better for a little",563
2230,whitewashing.”,563
2231,"“Dorian Gray is engaged to be married,” said Lord Henry, watching him",564
2232,as he spoke.,564
2233,Hallward started and then frowned. “Dorian engaged to be married!” he,565
2234,cried. “Impossible!”,565
2235,“It is perfectly true.”,566
2236,“To whom?”,567
2237,“To some little actress or other.”,568
2238,“I can’t believe it. Dorian is far too sensible.”,569
2239,"“Dorian is far too wise not to do foolish things now and then, my dear",570
2240,Basil.”,570
2241,"“Marriage is hardly a thing that one can do now and then, Harry.”",571
2242,"“Except in America,” rejoined Lord Henry languidly. “But I didn’t say",572
2243,he was married. I said he was engaged to be married. There is a great,572
2244,"difference. I have a distinct remembrance of being married, but I have",572
2245,no recollection at all of being engaged. I am inclined to think that I,572
2246,never was engaged.”,572
2247,"“But think of Dorian’s birth, and position, and wealth. It would be",573
2248,absurd for him to marry so much beneath him.”,573
2249,"“If you want to make him marry this girl, tell him that, Basil. He is",574
2250,"sure to do it, then. Whenever a man does a thoroughly stupid thing, it",574
2251,is always from the noblest motives.”,574
2252,"“I hope the girl is good, Harry. I don’t want to see Dorian tied to",575
2253,"some vile creature, who might degrade his nature and ruin his",575
2254,intellect.”,575
2255,"“Oh, she is better than good—she is beautiful,” murmured Lord Henry,",576
2256,sipping a glass of vermouth and orange-bitters. “Dorian says she is,576
2257,"beautiful, and he is not often wrong about things of that kind. Your",576
2258,portrait of him has quickened his appreciation of the personal,576
2259,"appearance of other people. It has had that excellent effect, amongst",576
2260,"others. We are to see her to-night, if that boy doesn’t forget his",576
2261,appointment.”,576
2262,“Are you serious?”,577
2263,"“Quite serious, Basil. I should be miserable if I thought I should ever",578
2264,be more serious than I am at the present moment.”,578
2265,"“But do you approve of it, Harry?” asked the painter, walking up and",579
2266,"down the room and biting his lip. “You can’t approve of it, possibly.",579
2267,It is some silly infatuation.”,579
2268,"“I never approve, or disapprove, of anything now. It is an absurd",580
2269,attitude to take towards life. We are not sent into the world to air,580
2270,our moral prejudices. I never take any notice of what common people,580
2271,"say, and I never interfere with what charming people do. If a",580
2272,"personality fascinates me, whatever mode of expression that personality",580
2273,selects is absolutely delightful to me. Dorian Gray falls in love with,580
2274,"a beautiful girl who acts Juliet, and proposes to marry her. Why not?",580
2275,"If he wedded Messalina, he would be none the less interesting. You know",580
2276,I am not a champion of marriage. The real drawback to marriage is that,580
2277,it makes one unselfish. And unselfish people are colourless. They lack,580
2278,"individuality. Still, there are certain temperaments that marriage",580
2279,"makes more complex. They retain their egotism, and add to it many other",580
2280,egos. They are forced to have more than one life. They become more,580
2281,"highly organized, and to be highly organized is, I should fancy, the",580
2282,"object of man’s existence. Besides, every experience is of value, and",580
2283,"whatever one may say against marriage, it is certainly an experience. I",580
2284,"hope that Dorian Gray will make this girl his wife, passionately adore",580
2285,"her for six months, and then suddenly become fascinated by some one",580
2286,else. He would be a wonderful study.”,580
2287,"“You don’t mean a single word of all that, Harry; you know you don’t.",581
2288,"If Dorian Gray’s life were spoiled, no one would be sorrier than",581
2289,yourself. You are much better than you pretend to be.”,581
2290,Lord Henry laughed. “The reason we all like to think so well of others,582
2291,is that we are all afraid for ourselves. The basis of optimism is sheer,582
2292,terror. We think that we are generous because we credit our neighbour,582
2293,with the possession of those virtues that are likely to be a benefit to,582
2294,"us. We praise the banker that we may overdraw our account, and find",582
2295,good qualities in the highwayman in the hope that he may spare our,582
2296,pockets. I mean everything that I have said. I have the greatest,582
2297,"contempt for optimism. As for a spoiled life, no life is spoiled but",582
2298,"one whose growth is arrested. If you want to mar a nature, you have",582
2299,"merely to reform it. As for marriage, of course that would be silly,",582
2300,but there are other and more interesting bonds between men and women. I,582
2301,will certainly encourage them. They have the charm of being,582
2302,fashionable. But here is Dorian himself. He will tell you more than I,582
2303,can.”,582
2304,"“My dear Harry, my dear Basil, you must both congratulate me!” said the",583
2305,"lad, throwing off his evening cape with its satin-lined wings and",583
2306,shaking each of his friends by the hand in turn. “I have never been so,583
2307,"happy. Of course, it is sudden—all really delightful things are. And",583
2308,yet it seems to me to be the one thing I have been looking for all my,583
2309,"life.” He was flushed with excitement and pleasure, and looked",583
2310,extraordinarily handsome.,583
2311,"“I hope you will always be very happy, Dorian,” said Hallward, “but I",584
2312,don’t quite forgive you for not having let me know of your engagement.,584
2313,You let Harry know.”,584
2314,"“And I don’t forgive you for being late for dinner,” broke in Lord",585
2315,"Henry, putting his hand on the lad’s shoulder and smiling as he spoke.",585
2316,"“Come, let us sit down and try what the new _chef_ here is like, and",585
2317,then you will tell us how it all came about.”,585
2318,"“There is really not much to tell,” cried Dorian as they took their",586
2319,seats at the small round table. “What happened was simply this. After I,586
2320,"left you yesterday evening, Harry, I dressed, had some dinner at that",586
2321,"little Italian restaurant in Rupert Street you introduced me to, and",586
2322,went down at eight o’clock to the theatre. Sibyl was playing Rosalind.,586
2323,"Of course, the scenery was dreadful and the Orlando absurd. But Sibyl!",586
2324,"You should have seen her! When she came on in her boy’s clothes, she",586
2325,was perfectly wonderful. She wore a moss-coloured velvet jerkin with,586
2326,"cinnamon sleeves, slim, brown, cross-gartered hose, a dainty little",586
2327,"green cap with a hawk’s feather caught in a jewel, and a hooded cloak",586
2328,lined with dull red. She had never seemed to me more exquisite. She had,586
2329,all the delicate grace of that Tanagra figurine that you have in your,586
2330,"studio, Basil. Her hair clustered round her face like dark leaves round",586
2331,"a pale rose. As for her acting—well, you shall see her to-night. She is",586
2332,simply a born artist. I sat in the dingy box absolutely enthralled. I,586
2333,forgot that I was in London and in the nineteenth century. I was away,586
2334,with my love in a forest that no man had ever seen. After the,586
2335,"performance was over, I went behind and spoke to her. As we were",586
2336,"sitting together, suddenly there came into her eyes a look that I had",586
2337,never seen there before. My lips moved towards hers. We kissed each,586
2338,other. I can’t describe to you what I felt at that moment. It seemed to,586
2339,me that all my life had been narrowed to one perfect point of,586
2340,rose-coloured joy. She trembled all over and shook like a white,586
2341,narcissus. Then she flung herself on her knees and kissed my hands. I,586
2342,"feel that I should not tell you all this, but I can’t help it. Of",586
2343,"course, our engagement is a dead secret. She has not even told her own",586
2344,mother. I don’t know what my guardians will say. Lord Radley is sure to,586
2345,"be furious. I don’t care. I shall be of age in less than a year, and",586
2346,"then I can do what I like. I have been right, Basil, haven’t I, to take",586
2347,my love out of poetry and to find my wife in Shakespeare’s plays? Lips,586
2348,that Shakespeare taught to speak have whispered their secret in my ear.,586
2349,"I have had the arms of Rosalind around me, and kissed Juliet on the",586
2350,mouth.”,586
2351,"“Yes, Dorian, I suppose you were right,” said Hallward slowly.",587
2352,“Have you seen her to-day?” asked Lord Henry.,588
2353,Dorian Gray shook his head. “I left her in the forest of Arden; I shall,589
2354,find her in an orchard in Verona.”,589
2355,Lord Henry sipped his champagne in a meditative manner. “At what,590
2356,"particular point did you mention the word marriage, Dorian? And what",590
2357,did she say in answer? Perhaps you forgot all about it.”,590
2358,"“My dear Harry, I did not treat it as a business transaction, and I did",591
2359,"not make any formal proposal. I told her that I loved her, and she said",591
2360,"she was not worthy to be my wife. Not worthy! Why, the whole world is",591
2361,nothing to me compared with her.”,591
2362,"“Women are wonderfully practical,” murmured Lord Henry, “much more",592
2363,practical than we are. In situations of that kind we often forget to,592
2364,"say anything about marriage, and they always remind us.”",592
2365,"Hallward laid his hand upon his arm. “Don’t, Harry. You have annoyed",593
2366,Dorian. He is not like other men. He would never bring misery upon any,593
2367,one. His nature is too fine for that.”,593
2368,"Lord Henry looked across the table. “Dorian is never annoyed with me,”",594
2369,"he answered. “I asked the question for the best reason possible, for",594
2370,"the only reason, indeed, that excuses one for asking any",594
2371,question—simple curiosity. I have a theory that it is always the women,594
2372,"who propose to us, and not we who propose to the women. Except, of",594
2373,"course, in middle-class life. But then the middle classes are not",594
2374,modern.”,594
2375,"Dorian Gray laughed, and tossed his head. “You are quite incorrigible,",595
2376,Harry; but I don’t mind. It is impossible to be angry with you. When,595
2377,"you see Sibyl Vane, you will feel that the man who could wrong her",595
2378,"would be a beast, a beast without a heart. I cannot understand how any",595
2379,one can wish to shame the thing he loves. I love Sibyl Vane. I want to,595
2380,place her on a pedestal of gold and to see the world worship the woman,595
2381,who is mine. What is marriage? An irrevocable vow. You mock at it for,595
2382,that. Ah! don’t mock. It is an irrevocable vow that I want to take. Her,595
2383,"trust makes me faithful, her belief makes me good. When I am with her,",595
2384,I regret all that you have taught me. I become different from what you,595
2385,"have known me to be. I am changed, and the mere touch of Sibyl Vane’s",595
2386,"hand makes me forget you and all your wrong, fascinating, poisonous,",595
2387,delightful theories.”,595
2388,"“And those are ...?” asked Lord Henry, helping himself to some salad.",596
2389,"“Oh, your theories about life, your theories about love, your theories",597
2390,"about pleasure. All your theories, in fact, Harry.”",597
2391,"“Pleasure is the only thing worth having a theory about,” he answered",598
2392,in his slow melodious voice. “But I am afraid I cannot claim my theory,598
2393,"as my own. It belongs to Nature, not to me. Pleasure is Nature’s test,",598
2394,"her sign of approval. When we are happy, we are always good, but when",598
2395,"we are good, we are not always happy.”",598
2396,“Ah! but what do you mean by good?” cried Basil Hallward.,599
2397,"“Yes,” echoed Dorian, leaning back in his chair and looking at Lord",600
2398,Henry over the heavy clusters of purple-lipped irises that stood in the,600
2399,"centre of the table, “what do you mean by good, Harry?”",600
2400,"“To be good is to be in harmony with one’s self,” he replied, touching",601
2401,"the thin stem of his glass with his pale, fine-pointed fingers.",601
2402,“Discord is to be forced to be in harmony with others. One’s own,601
2403,"life—that is the important thing. As for the lives of one’s neighbours,",601
2404,"if one wishes to be a prig or a Puritan, one can flaunt one’s moral",601
2405,"views about them, but they are not one’s concern. Besides,",601
2406,individualism has really the higher aim. Modern morality consists in,601
2407,accepting the standard of one’s age. I consider that for any man of,601
2408,culture to accept the standard of his age is a form of the grossest,601
2409,immorality.”,601
2410,"“But, surely, if one lives merely for one’s self, Harry, one pays a",602
2411,terrible price for doing so?” suggested the painter.,602
2412,"“Yes, we are overcharged for everything nowadays. I should fancy that",603
2413,the real tragedy of the poor is that they can afford nothing but,603
2414,"self-denial. Beautiful sins, like beautiful things, are the privilege",603
2415,of the rich.”,603
2416,“One has to pay in other ways but money.”,604
2417,"“What sort of ways, Basil?”",605
2418,"“Oh! I should fancy in remorse, in suffering, in ... well, in the",606
2419,consciousness of degradation.”,606
2420,"Lord Henry shrugged his shoulders. “My dear fellow, mediæval art is",607
2421,"charming, but mediæval emotions are out of date. One can use them in",607
2422,"fiction, of course. But then the only things that one can use in",607
2423,"fiction are the things that one has ceased to use in fact. Believe me,",607
2424,"no civilized man ever regrets a pleasure, and no uncivilized man ever",607
2425,knows what a pleasure is.”,607
2426,"“I know what pleasure is,” cried Dorian Gray. “It is to adore some",608
2427,one.”,608
2428,"“That is certainly better than being adored,” he answered, toying with",609
2429,some fruits. “Being adored is a nuisance. Women treat us just as,609
2430,"humanity treats its gods. They worship us, and are always bothering us",609
2431,to do something for them.”,609
2432,“I should have said that whatever they ask for they had first given to,610
2433,"us,” murmured the lad gravely. “They create love in our natures. They",610
2434,have a right to demand it back.”,610
2435,"“That is quite true, Dorian,” cried Hallward.",611
2436,"“Nothing is ever quite true,” said Lord Henry.",612
2437,"“This is,” interrupted Dorian. “You must admit, Harry, that women give",613
2438,to men the very gold of their lives.”,613
2439,"“Possibly,” he sighed, “but they invariably want it back in such very",614
2440,"small change. That is the worry. Women, as some witty Frenchman once",614
2441,"put it, inspire us with the desire to do masterpieces and always",614
2442,prevent us from carrying them out.”,614
2443,"“Harry, you are dreadful! I don’t know why I like you so much.”",615
2444,"“You will always like me, Dorian,” he replied. “Will you have some",616
2445,"coffee, you fellows? Waiter, bring coffee, and _fine-champagne_, and",616
2446,"some cigarettes. No, don’t mind the cigarettes—I have some. Basil, I",616
2447,can’t allow you to smoke cigars. You must have a cigarette. A cigarette,616
2448,"is the perfect type of a perfect pleasure. It is exquisite, and it",616
2449,"leaves one unsatisfied. What more can one want? Yes, Dorian, you will",616
2450,always be fond of me. I represent to you all the sins you have never,616
2451,had the courage to commit.”,616
2452,"“What nonsense you talk, Harry!” cried the lad, taking a light from a",617
2453,fire-breathing silver dragon that the waiter had placed on the table.,617
2454,“Let us go down to the theatre. When Sibyl comes on the stage you will,617
2455,have a new ideal of life. She will represent something to you that you,617
