,lines,paragraph
749,"remainder of his days at Netherfield, and leave the next generation to",159
750,purchase.,159
751,His sisters were very anxious for his having an estate of his own; but,160
752,"though he was now established only as a tenant, Miss Bingley was by no",160
753,"means unwilling to preside at his table; nor was Mrs. Hurst, who had",160
754,"married a man of more fashion than fortune, less disposed to consider",160
755,his house as her home when it suited her. Mr. Bingley had not been of,160
756,"age two years when he was tempted, by an accidental recommendation, to",160
757,"look at Netherfield House. He did look at it, and into it, for half an",160
758,"hour; was pleased with the situation and the principal rooms, satisfied",160
759,"with what the owner said in its praise, and took it immediately.",160
760,"Between him and Darcy there was a very steady friendship, in spite of a",161
761,great opposition of character. Bingley was endeared to Darcy by the,161
762,"easiness, openness, and ductility of his temper, though no disposition",161
763,"could offer a greater contrast to his own, and though with his own he",161
764,"never appeared dissatisfied. On the strength of Darcy’s regard, Bingley",161
765,"had the firmest reliance, and of his judgment the highest opinion. In",161
766,"understanding, Darcy was the superior. Bingley was by no means",161
767,"deficient; but Darcy was clever. He was at the same time haughty,",161
768,"reserved, and fastidious; and his manners, though well bred, were not",161
769,inviting. In that respect his friend had greatly the advantage. Bingley,161
770,was sure of being liked wherever he appeared; Darcy was continually,161
771,giving offence.,161
772,The manner in which they spoke of the Meryton assembly was sufficiently,162
773,characteristic. Bingley had never met with pleasanter people or prettier,162
774,girls in his life; everybody had been most kind and attentive to him;,162
775,"there had been no formality, no stiffness; he had soon felt acquainted",162
776,"with all the room; and as to Miss Bennet, he could not conceive an angel",162
777,"more beautiful. Darcy, on the contrary, had seen a collection of people",162
778,"in whom there was little beauty and no fashion, for none of whom he had",162
779,"felt the smallest interest, and from none received either attention or",162
780,pleasure. Miss Bennet he acknowledged to be pretty; but she smiled too,162
781,much.,162
782,Mrs. Hurst and her sister allowed it to be so; but still they admired,163
783,"her and liked her, and pronounced her to be a sweet girl, and one whom",163
784,they should not object to know more of. Miss Bennet was therefore,163
785,established as a sweet girl; and their brother felt authorized by such,163
786,commendation to think of her as he chose.,163
787,[Illustration: [_Copyright 1894 by George Allen._]],167
788,CHAPTER V.,171
789,[Illustration],173
790,Within a short walk of Longbourn lived a family with whom the Bennets,174
791,were particularly intimate. Sir William Lucas had been formerly in trade,174
792,"in Meryton, where he had made a tolerable fortune, and risen to the",174
793,honour of knighthood by an address to the king during his mayoralty. The,174
794,"distinction had, perhaps, been felt too strongly. It had given him a",174
795,disgust to his business and to his residence in a small market town;,174
796,"and, quitting them both, he had removed with his family to a house about",174
797,"a mile from Meryton, denominated from that period Lucas Lodge; where he",174
798,"could think with pleasure of his own importance, and, unshackled by",174
799,"business, occupy himself solely in being civil to all the world. For,",174
800,"though elated by his rank, it did not render him supercilious; on the",174
801,"contrary, he was all attention to everybody. By nature inoffensive,",174
802,"friendly, and obliging, his presentation at St. James’s had made him",174
803,courteous.,174
804,"Lady Lucas was a very good kind of woman, not too clever to be a",175
805,valuable neighbour to Mrs. Bennet. They had several children. The eldest,175
806,"of them, a sensible, intelligent young woman, about twenty-seven, was",175
807,Elizabeth’s intimate friend.,175
808,That the Miss Lucases and the Miss Bennets should meet to talk over a,176
809,ball was absolutely necessary; and the morning after the assembly,176
810,brought the former to Longbourn to hear and to communicate.,176
811,"“_You_ began the evening well, Charlotte,” said Mrs. Bennet, with civil",177
812,"self-command, to Miss Lucas. “_You_ were Mr. Bingley’s first choice.”",177
813,“Yes; but he seemed to like his second better.”,178
814,"“Oh, you mean Jane, I suppose, because he danced with her twice. To be",179
815,"sure that _did_ seem as if he admired her--indeed, I rather believe he",179
816,_did_--I heard something about it--but I hardly know what--something,179
817,about Mr. Robinson.”,179
818,“Perhaps you mean what I overheard between him and Mr. Robinson: did not,180
819,I mention it to you? Mr. Robinson’s asking him how he liked our Meryton,180
820,"assemblies, and whether he did not think there were a great many pretty",180
821,"women in the room, and _which_ he thought the prettiest? and his",180
822,"answering immediately to the last question, ‘Oh, the eldest Miss Bennet,",180
823,beyond a doubt: there cannot be two opinions on that point.’”,180
824,"“Upon my word! Well, that was very decided, indeed--that does seem as",181
825,"if--but, however, it may all come to nothing, you know.”",181
826,"“_My_ overhearings were more to the purpose than _yours_, Eliza,” said",182
827,"Charlotte. “Mr. Darcy is not so well worth listening to as his friend,",182
828,is he? Poor Eliza! to be only just _tolerable_.”,182
829,“I beg you will not put it into Lizzy’s head to be vexed by his,183
830,"ill-treatment, for he is such a disagreeable man that it would be quite",183
831,a misfortune to be liked by him. Mrs. Long told me last night that he,183
832,sat close to her for half an hour without once opening his lips.”,183
833,[Illustration: “Without once opening his lips”,184
834,[_Copyright 1894 by George Allen._]],185
835,"“Are you quite sure, ma’am? Is not there a little mistake?” said Jane.",186
836,“I certainly saw Mr. Darcy speaking to her.”,186
837,"“Ay, because she asked him at last how he liked Netherfield, and he",187
838,could not help answering her; but she said he seemed very angry at being,187
839,spoke to.”,187
840,"“Miss Bingley told me,” said Jane, “that he never speaks much unless",188
841,among his intimate acquaintance. With _them_ he is remarkably,188
842,agreeable.”,188
843,"“I do not believe a word of it, my dear. If he had been so very",189
844,"agreeable, he would have talked to Mrs. Long. But I can guess how it",189
845,"was; everybody says that he is eat up with pride, and I dare say he had",189
846,"heard somehow that Mrs. Long does not keep a carriage, and had to come",189
847,to the ball in a hack chaise.”,189
848,"“I do not mind his not talking to Mrs. Long,” said Miss Lucas, “but I",190
849,wish he had danced with Eliza.”,190
850,"“Another time, Lizzy,” said her mother, “I would not dance with _him_,",191
851,if I were you.”,191
852,"“I believe, ma’am, I may safely promise you _never_ to dance with him.”",192
853,"“His pride,” said Miss Lucas, “does not offend _me_ so much as pride",193
854,"often does, because there is an excuse for it. One cannot wonder that so",193
855,"very fine a young man, with family, fortune, everything in his favour,",193
856,"should think highly of himself. If I may so express it, he has a _right_",193
857,to be proud.”,193
858,"“That is very true,” replied Elizabeth, “and I could easily forgive",194
859,"_his_ pride, if he had not mortified _mine_.”",194
860,"“Pride,” observed Mary, who piqued herself upon the solidity of her",195
861,"reflections, “is a very common failing, I believe. By all that I have",195
862,"ever read, I am convinced that it is very common indeed; that human",195
863,"nature is particularly prone to it, and that there are very few of us",195
864,who do not cherish a feeling of self-complacency on the score of some,195
865,"quality or other, real or imaginary. Vanity and pride are different",195
866,"things, though the words are often used synonymously. A person may be",195
867,proud without being vain. Pride relates more to our opinion of,195
868,ourselves; vanity to what we would have others think of us.”,195
869,"“If I were as rich as Mr. Darcy,” cried a young Lucas, who came with his",196
870,"sisters, “I should not care how proud I was. I would keep a pack of",196
871,"foxhounds, and drink a bottle of wine every day.”",196
872,"“Then you would drink a great deal more than you ought,” said Mrs.",197
873,"Bennet; “and if I were to see you at it, I should take away your bottle",197
874,directly.”,197
875,The boy protested that she should not; she continued to declare that she,198
876,would; and the argument ended only with the visit.,198
877,[Illustration],199
878,[Illustration],203
879,CHAPTER VI.,207
880,[Illustration],209
881,The ladies of Longbourn soon waited on those of Netherfield. The visit,210
882,was returned in due form. Miss Bennet’s pleasing manners grew on the,210
883,good-will of Mrs. Hurst and Miss Bingley; and though the mother was,210
884,"found to be intolerable, and the younger sisters not worth speaking to,",210
885,a wish of being better acquainted with _them_ was expressed towards the,210
886,two eldest. By Jane this attention was received with the greatest,210
887,pleasure; but Elizabeth still saw superciliousness in their treatment of,210
888,"everybody, hardly excepting even her sister, and could not like them;",210
889,"though their kindness to Jane, such as it was, had a value, as arising,",210
890,"in all probability, from the influence of their brother’s admiration. It",210
891,"was generally evident, whenever they met, that he _did_ admire her; and",210
892,to _her_ it was equally evident that Jane was yielding to the preference,210
893,"which she had begun to entertain for him from the first, and was in a",210
894,way to be very much in love; but she considered with pleasure that it,210
895,"was not likely to be discovered by the world in general, since Jane",210
896,"united with great strength of feeling, a composure of temper and an",210
897,"uniform cheerfulness of manner, which would guard her from the",210
898,"suspicions of the impertinent. She mentioned this to her friend, Miss",210
899,Lucas.,210
900,"“It may, perhaps, be pleasant,” replied Charlotte, “to be able to impose",211
901,on the public in such a case; but it is sometimes a disadvantage to be,211
902,so very guarded. If a woman conceals her affection with the same skill,211
903,"from the object of it, she may lose the opportunity of fixing him; and",211
904,it will then be but poor consolation to believe the world equally in the,211
905,dark. There is so much of gratitude or vanity in almost every,211
906,"attachment, that it is not safe to leave any to itself. We can all",211
907,_begin_ freely--a slight preference is natural enough; but there are,211
908,very few of us who have heart enough to be really in love without,211
909,"encouragement. In nine cases out of ten, a woman had better show _more_",211
910,affection than she feels. Bingley likes your sister undoubtedly; but he,211
911,"may never do more than like her, if she does not help him on.”",211
912,"“But she does help him on, as much as her nature will allow. If _I_ can",212
913,"perceive her regard for him, he must be a simpleton indeed not to",212
914,discover it too.”,212
915,"“Remember, Eliza, that he does not know Jane’s disposition as you do.”",213
916,"“But if a woman is partial to a man, and does not endeavor to conceal",214
917,"it, he must find it out.”",214
918,"“Perhaps he must, if he sees enough of her. But though Bingley and Jane",215
919,"meet tolerably often, it is never for many hours together; and as they",215
920,"always see each other in large mixed parties, it is impossible that",215
921,every moment should be employed in conversing together. Jane should,215
922,therefore make the most of every half hour in which she can command his,215
923,"attention. When she is secure of him, there will be leisure for falling",215
924,in love as much as she chooses.”,215
925,"“Your plan is a good one,” replied Elizabeth, “where nothing is in",216
926,question but the desire of being well married; and if I were determined,216
927,"to get a rich husband, or any husband, I dare say I should adopt it. But",216
928,these are not Jane’s feelings; she is not acting by design. As yet she,216
929,"cannot even be certain of the degree of her own regard, nor of its",216
930,reasonableness. She has known him only a fortnight. She danced four,216
931,"dances with him at Meryton; she saw him one morning at his own house,",216
932,and has since dined in company with him four times. This is not quite,216
933,enough to make her understand his character.”,216
934,"“Not as you represent it. Had she merely _dined_ with him, she might",217
935,only have discovered whether he had a good appetite; but you must,217
936,remember that four evenings have been also spent together--and four,217
937,evenings may do a great deal.”,217
938,“Yes: these four evenings have enabled them to ascertain that they both,218
939,"like Vingt-un better than Commerce, but with respect to any other",218
940,"leading characteristic, I do not imagine that much has been unfolded.”",218
941,"“Well,” said Charlotte, “I wish Jane success with all my heart; and if",219
942,"she were married to him to-morrow, I should think she had as good a",219
943,chance of happiness as if she were to be studying his character for a,219
944,twelvemonth. Happiness in marriage is entirely a matter of chance. If,219
945,"the dispositions of the parties are ever so well known to each other, or",219
946,"ever so similar beforehand, it does not advance their felicity in the",219
947,least. They always continue to grow sufficiently unlike afterwards to,219
948,have their share of vexation; and it is better to know as little as,219
949,possible of the defects of the person with whom you are to pass your,219
950,life.”,219
951,"“You make me laugh, Charlotte; but it is not sound. You know it is not",220
952,"sound, and that you would never act in this way yourself.”",220
953,"Occupied in observing Mr. Bingley’s attention to her sister, Elizabeth",221
954,was far from suspecting that she was herself becoming an object of some,221
955,interest in the eyes of his friend. Mr. Darcy had at first scarcely,221
956,allowed her to be pretty: he had looked at her without admiration at the,221
957,"ball; and when they next met, he looked at her only to criticise. But no",221
958,sooner had he made it clear to himself and his friends that she had,221
959,"hardly a good feature in her face, than he began to find it was rendered",221
960,uncommonly intelligent by the beautiful expression of her dark eyes. To,221
961,this discovery succeeded some others equally mortifying. Though he had,221
962,detected with a critical eye more than one failure of perfect symmetry,221
963,"in her form, he was forced to acknowledge her figure to be light and",221
964,pleasing; and in spite of his asserting that her manners were not those,221
965,"of the fashionable world, he was caught by their easy playfulness. Of",221
966,this she was perfectly unaware: to her he was only the man who made,221
967,"himself agreeable nowhere, and who had not thought her handsome enough",221
968,to dance with.,221
969,"He began to wish to know more of her; and, as a step towards conversing",222
970,"with her himself, attended to her conversation with others. His doing so",222
971,"drew her notice. It was at Sir William Lucas’s, where a large party were",222
972,assembled.,222
973,"“What does Mr. Darcy mean,” said she to Charlotte, “by listening to my",223
974,conversation with Colonel Forster?”,223
975,“That is a question which Mr. Darcy only can answer.”,224
976,"“But if he does it any more, I shall certainly let him know that I see",225
977,"what he is about. He has a very satirical eye, and if I do not begin by",225
978,"being impertinent myself, I shall soon grow afraid of him.”",225
979,[Illustration: “The entreaties of several” [_Copyright 1894 by George,226
980,Allen._]],226
981,"On his approaching them soon afterwards, though without seeming to have",227
982,"any intention of speaking, Miss Lucas defied her friend to mention such",227
983,"a subject to him, which immediately provoking Elizabeth to do it, she",227
984,"turned to him and said,--",227
985,"“Did not you think, Mr. Darcy, that I expressed myself uncommonly well",228
986,"just now, when I was teasing Colonel Forster to give us a ball at",228
987,Meryton?”,228
988,“With great energy; but it is a subject which always makes a lady,229
989,energetic.”,229
990,“You are severe on us.”,230
991,"“It will be _her_ turn soon to be teased,” said Miss Lucas. “I am going",231
992,"to open the instrument, Eliza, and you know what follows.”",231
993,“You are a very strange creature by way of a friend!--always wanting me,232
994,to play and sing before anybody and everybody! If my vanity had taken a,232
995,"musical turn, you would have been invaluable; but as it is, I would",232
996,really rather not sit down before those who must be in the habit of,232
997,"hearing the very best performers.” On Miss Lucas’s persevering, however,",232
998,"she added, “Very well; if it must be so, it must.” And gravely glancing",232
999,"at Mr. Darcy, “There is a very fine old saying, which everybody here is",232
1000,"of course familiar with--‘Keep your breath to cool your porridge,’--and",232
1001,I shall keep mine to swell my song.”,232
1002,"Her performance was pleasing, though by no means capital. After a song",233
1003,"or two, and before she could reply to the entreaties of several that she",233
1004,"would sing again, she was eagerly succeeded at the instrument by her",233
1005,"sister Mary, who having, in consequence of being the only plain one in",233
1006,"the family, worked hard for knowledge and accomplishments, was always",233
1007,impatient for display.,233
1008,Mary had neither genius nor taste; and though vanity had given her,234
1009,"application, it had given her likewise a pedantic air and conceited",234
1010,"manner, which would have injured a higher degree of excellence than she",234
1011,"had reached. Elizabeth, easy and unaffected, had been listened to with",234
1012,"much more pleasure, though not playing half so well; and Mary, at the",234
1013,"end of a long concerto, was glad to purchase praise and gratitude by",234
1014,"Scotch and Irish airs, at the request of her younger sisters, who with",234
1015,"some of the Lucases, and two or three officers, joined eagerly in",234
1016,dancing at one end of the room.,234
1017,Mr. Darcy stood near them in silent indignation at such a mode of,235
1018,"passing the evening, to the exclusion of all conversation, and was too",235
1019,much engrossed by his own thoughts to perceive that Sir William Lucas,235
1020,"was his neighbour, till Sir William thus began:--",235
1021,"“What a charming amusement for young people this is, Mr. Darcy! There is",236
1022,"nothing like dancing, after all. I consider it as one of the first",236
1023,refinements of polished societies.”,236
1024,"“Certainly, sir; and it has the advantage also of being in vogue amongst",237
1025,the less polished societies of the world: every savage can dance.”,237
1026,"Sir William only smiled. “Your friend performs delightfully,” he",238
1027,"continued, after a pause, on seeing Bingley join the group; “and I doubt",238
1028,"not that you are an adept in the science yourself, Mr. Darcy.”",238
1029,"“You saw me dance at Meryton, I believe, sir.”",239
1030,"“Yes, indeed, and received no inconsiderable pleasure from the sight. Do",240
1031,you often dance at St. James’s?”,240
1032,"“Never, sir.”",241
1033,“Do you not think it would be a proper compliment to the place?”,242
1034,“It is a compliment which I never pay to any place if I can avoid it.”,243
1035,"“You have a house in town, I conclude?”",244
1036,Mr. Darcy bowed.,245
1037,"“I had once some thoughts of fixing in town myself, for I am fond of",246
1038,superior society; but I did not feel quite certain that the air of,246
1039,London would agree with Lady Lucas.”,246
1040,He paused in hopes of an answer: but his companion was not disposed to,247
1041,"make any; and Elizabeth at that instant moving towards them, he was",247
1042,"struck with the notion of doing a very gallant thing, and called out to",247
1043,"her,--",247
1044,"“My dear Miss Eliza, why are not you dancing? Mr. Darcy, you must allow",248
1045,me to present this young lady to you as a very desirable partner. You,248
1046,"cannot refuse to dance, I am sure, when so much beauty is before you.”",248
1047,"And, taking her hand, he would have given it to Mr. Darcy, who, though",248
1048,"extremely surprised, was not unwilling to receive it, when she instantly",248
1049,"drew back, and said with some discomposure to Sir William,--",248
1050,"“Indeed, sir, I have not the least intention of dancing. I entreat you",249
1051,not to suppose that I moved this way in order to beg for a partner.”,249
1052,"Mr. Darcy, with grave propriety, requested to be allowed the honour of",250
1053,"her hand, but in vain. Elizabeth was determined; nor did Sir William at",250
1054,all shake her purpose by his attempt at persuasion.,250
1055,"“You excel so much in the dance, Miss Eliza, that it is cruel to deny me",251
1056,the happiness of seeing you; and though this gentleman dislikes the,251
1057,"amusement in general, he can have no objection, I am sure, to oblige us",251
1058,for one half hour.”,251
1059,"“Mr. Darcy is all politeness,” said Elizabeth, smiling.",252
1060,"“He is, indeed: but considering the inducement, my dear Miss Eliza, we",253
1061,cannot wonder at his complaisance; for who would object to such a,253
1062,partner?”,253
1063,"Elizabeth looked archly, and turned away. Her resistance had not injured",254
1064,"her with the gentleman, and he was thinking of her with some",254
1065,"complacency, when thus accosted by Miss Bingley,--",254
1066,“I can guess the subject of your reverie.”,255
1067,“I should imagine not.”,256
1068,“You are considering how insupportable it would be to pass many,257
1069,"evenings in this manner,--in such society; and, indeed, I am quite of",257
1070,"your opinion. I was never more annoyed! The insipidity, and yet the",257
1071,"noise--the nothingness, and yet the self-importance, of all these",257
1072,people! What would I give to hear your strictures on them!”,257
1073,"“Your conjecture is totally wrong, I assure you. My mind was more",258
1074,agreeably engaged. I have been meditating on the very great pleasure,258
1075,which a pair of fine eyes in the face of a pretty woman can bestow.”,258
1076,"Miss Bingley immediately fixed her eyes on his face, and desired he",259
1077,would tell her what lady had the credit of inspiring such reflections.,259
1078,"Mr. Darcy replied, with great intrepidity,--",259
1079,“Miss Elizabeth Bennet.”,260
1080,“Miss Elizabeth Bennet!” repeated Miss Bingley. “I am all astonishment.,261
1081,How long has she been such a favourite? and pray when am I to wish you,261
1082,joy?”,261
1083,“That is exactly the question which I expected you to ask. A lady’s,262
1084,"imagination is very rapid; it jumps from admiration to love, from love",262
1085,"to matrimony, in a moment. I knew you would be wishing me joy.”",262
1086,"“Nay, if you are so serious about it, I shall consider the matter as",263
1087,"absolutely settled. You will have a charming mother-in-law, indeed, and",263
1088,of course she will be always at Pemberley with you.”,263
1089,"He listened to her with perfect indifference, while she chose to",264
1090,entertain herself in this manner; and as his composure convinced her,264
1091,"that all was safe, her wit flowed along.",264
1092,[Illustration:,268
1093,     “A note for Miss Bennet”,269
1094,[_Copyright 1894 by George Allen._]],270
1095,CHAPTER VII.,274
1096,[Illustration],276
1097,Mr. Bennet’s property consisted almost entirely in an estate of two,277
1098,"thousand a year, which, unfortunately for his daughters, was entailed,",277
1099,"in default of heirs male, on a distant relation; and their mother’s",277
1100,"fortune, though ample for her situation in life, could but ill supply",277
1101,"the deficiency of his. Her father had been an attorney in Meryton, and",277
1102,had left her four thousand pounds.,277
1103,"She had a sister married to a Mr. Philips, who had been a clerk to their",278
1104,"father and succeeded him in the business, and a brother settled in",278
1105,London in a respectable line of trade.,278
1106,The village of Longbourn was only one mile from Meryton; a most,279
1107,"convenient distance for the young ladies, who were usually tempted",279
1108,"thither three or four times a week, to pay their duty to their aunt, and",279
1109,"to a milliner’s shop just over the way. The two youngest of the family,",279
1110,"Catherine and Lydia, were particularly frequent in these attentions:",279
1111,"their minds were more vacant than their sisters’, and when nothing",279
1112,"better offered, a walk to Meryton was necessary to amuse their morning",279
1113,"hours and furnish conversation for the evening; and, however bare of",279
1114,"news the country in general might be, they always contrived to learn",279
1115,"some from their aunt. At present, indeed, they were well supplied both",279
1116,with news and happiness by the recent arrival of a militia regiment in,279
1117,"the neighbourhood; it was to remain the whole winter, and Meryton was",279
1118,the head-quarters.,279
1119,Their visits to Mrs. Philips were now productive of the most interesting,280
1120,intelligence. Every day added something to their knowledge of the,280
1121,"officers’ names and connections. Their lodgings were not long a secret,",280
1122,and at length they began to know the officers themselves. Mr. Philips,280
1123,"visited them all, and this opened to his nieces a source of felicity",280
1124,unknown before. They could talk of nothing but officers; and Mr.,280
1125,"Bingley’s large fortune, the mention of which gave animation to their",280
1126,"mother, was worthless in their eyes when opposed to the regimentals of",280
1127,an ensign.,280
1128,"After listening one morning to their effusions on this subject, Mr.",281
1129,"Bennet coolly observed,--",281
1130,"“From all that I can collect by your manner of talking, you must be two",282
1131,"of the silliest girls in the country. I have suspected it some time, but",282
1132,I am now convinced.”,282
1133,"Catherine was disconcerted, and made no answer; but Lydia, with perfect",283
1134,"indifference, continued to express her admiration of Captain Carter, and",283
1135,"her hope of seeing him in the course of the day, as he was going the",283
1136,next morning to London.,283
1137,"“I am astonished, my dear,” said Mrs. Bennet, “that you should be so",284
1138,ready to think your own children silly. If I wished to think slightingly,284
1139,"of anybody’s children, it should not be of my own, however.”",284
1140,"“If my children are silly, I must hope to be always sensible of it.”",285
1141,"“Yes; but as it happens, they are all of them very clever.”",286
1142,"“This is the only point, I flatter myself, on which we do not agree. I",287
1143,"had hoped that our sentiments coincided in every particular, but I must",287
1144,so far differ from you as to think our two youngest daughters uncommonly,287
1145,foolish.”,287
1146,"“My dear Mr. Bennet, you must not expect such girls to have the sense of",288
1147,"their father and mother. When they get to our age, I dare say they will",288
1148,not think about officers any more than we do. I remember the time when I,288
1149,"liked a red coat myself very well--and, indeed, so I do still at my",288
1150,"heart; and if a smart young colonel, with five or six thousand a year,",288
1151,"should want one of my girls, I shall not say nay to him; and I thought",288
1152,Colonel Forster looked very becoming the other night at Sir William’s in,288
1153,his regimentals.”,288
1154,"“Mamma,” cried Lydia, “my aunt says that Colonel Forster and Captain",289
1155,Carter do not go so often to Miss Watson’s as they did when they first,289
1156,came; she sees them now very often standing in Clarke’s library.”,289
1157,Mrs. Bennet was prevented replying by the entrance of the footman with a,290
1158,"note for Miss Bennet; it came from Netherfield, and the servant waited",290
1159,"for an answer. Mrs. Bennet’s eyes sparkled with pleasure, and she was",290
1160,"eagerly calling out, while her daughter read,--",290
1161,"“Well, Jane, who is it from? What is it about? What does he say? Well,",291
1162,"Jane, make haste and tell us; make haste, my love.”",291
1163,"“It is from Miss Bingley,” said Jane, and then read it aloud.",292
1164,"     /* NIND “My dear friend, */",293
1165,     “If you are not so compassionate as to dine to-day with Louisa and,294
1166,"     me, we shall be in danger of hating each other for the rest of our",294
1167,     lives; for a whole day’s _tête-à-tête_ between two women can never,294
1168,     end without a quarrel. Come as soon as you can on the receipt of,294
1169,     this. My brother and the gentlemen are to dine with the officers.,294
1170,"     Yours ever,",294
1171,“CAROLINE BINGLEY.”,295
1172,“With the officers!” cried Lydia: “I wonder my aunt did not tell us of,296
1173,_that_.”,296
1174,"“Dining out,” said Mrs. Bennet; “that is very unlucky.”",297
1175,“Can I have the carriage?” said Jane.,298
1176,"“No, my dear, you had better go on horseback, because it seems likely to",299
1177,rain; and then you must stay all night.”,299
1178,"“That would be a good scheme,” said Elizabeth, “if you were sure that",300
1179,they would not offer to send her home.”,300
1180,"“Oh, but the gentlemen will have Mr. Bingley’s chaise to go to Meryton;",301
1181,and the Hursts have no horses to theirs.”,301
1182,“I had much rather go in the coach.”,302
1183,"“But, my dear, your father cannot spare the horses, I am sure. They are",303
1184,"wanted in the farm, Mr. Bennet, are not they?”",303
1185,[Illustration: Cheerful prognostics],304
1186,“They are wanted in the farm much oftener than I can get them.”,305
1187,"“But if you have got them to-day,” said Elizabeth, “my mother’s purpose",306
1188,will be answered.”,306
1189,She did at last extort from her father an acknowledgment that the horses,307
1190,"were engaged; Jane was therefore obliged to go on horseback, and her",307
1191,mother attended her to the door with many cheerful prognostics of a bad,307
1192,day. Her hopes were answered; Jane had not been gone long before it,307
1193,"rained hard. Her sisters were uneasy for her, but her mother was",307
1194,delighted. The rain continued the whole evening without intermission;,307
1195,Jane certainly could not come back.,307
1196,"“This was a lucky idea of mine, indeed!” said Mrs. Bennet, more than",308
1197,"once, as if the credit of making it rain were all her own. Till the next",308
1198,"morning, however, she was not aware of all the felicity of her",308
1199,contrivance. Breakfast was scarcely over when a servant from Netherfield,308
1200,brought the following note for Elizabeth:--,308
1201,"     /* NIND “My dearest Lizzie, */",309
1202,"     “I find myself very unwell this morning, which, I suppose, is to be",310
1203,     imputed to my getting wet through yesterday. My kind friends will,310
1204,     not hear of my returning home till I am better. They insist also on,310
1205,     my seeing Mr. Jones--therefore do not be alarmed if you should hear,310
1206,"     of his having been to me--and, excepting a sore throat and a",310
1207,"     headache, there is not much the matter with me.",310
1208,"“Yours, etc.”",311
1209,"“Well, my dear,” said Mr. Bennet, when Elizabeth had read the note",312
1210,"aloud, “if your daughter should have a dangerous fit of illness--if she",312
1211,should die--it would be a comfort to know that it was all in pursuit of,312
1212,"Mr. Bingley, and under your orders.”",312
1213,"“Oh, I am not at all afraid of her dying. People do not die of little",313
1214,trifling colds. She will be taken good care of. As long as she stays,313
1215,"there, it is all very well. I would go and see her if I could have the",313
1216,carriage.”,313
1217,"Elizabeth, feeling really anxious, determined to go to her, though the",314
1218,"carriage was not to be had: and as she was no horsewoman, walking was",314
1219,her only alternative. She declared her resolution.,314
1220,"“How can you be so silly,” cried her mother, “as to think of such a",315
1221,"thing, in all this dirt! You will not be fit to be seen when you get",315
1222,there.”,315
1223,“I shall be very fit to see Jane--which is all I want.”,316
1224,"“Is this a hint to me, Lizzy,” said her father, “to send for the",317
1225,horses?”,317
1226,"“No, indeed. I do not wish to avoid the walk. The distance is nothing,",318
1227,when one has a motive; only three miles. I shall be back by dinner.”,318
1228,"“I admire the activity of your benevolence,” observed Mary, “but every",319
1229,"impulse of feeling should be guided by reason; and, in my opinion,",319
1230,exertion should always be in proportion to what is required.”,319
1231,"“We will go as far as Meryton with you,” said Catherine and Lydia.",320
1232,"Elizabeth accepted their company, and the three young ladies set off",320
1233,together.,320
1234,"“If we make haste,” said Lydia, as they walked along, “perhaps we may",321
1235,"see something of Captain Carter, before he goes.”",321
1236,In Meryton they parted: the two youngest repaired to the lodgings of one,322
1237,"of the officers’ wives, and Elizabeth continued her walk alone, crossing",322
1238,"field after field at a quick pace, jumping over stiles and springing",322
1239,"over puddles, with impatient activity, and finding herself at last",322
1240,"within view of the house, with weary ancles, dirty stockings, and a face",322
1241,glowing with the warmth of exercise.,322
1242,"She was shown into the breakfast parlour, where all but Jane were",323
1243,"assembled, and where her appearance created a great deal of surprise.",323
1244,That she should have walked three miles so early in the day in such,323
1245,"dirty weather, and by herself, was almost incredible to Mrs. Hurst and",323
1246,Miss Bingley; and Elizabeth was convinced that they held her in contempt,323
1247,"for it. She was received, however, very politely by them; and in their",323
1248,brother’s manners there was something better than politeness--there was,323
1249,"good-humour and kindness. Mr. Darcy said very little, and Mr. Hurst",323
1250,nothing at all. The former was divided between admiration of the,323
1251,brilliancy which exercise had given to her complexion and doubt as to,323
1252,the occasion’s justifying her coming so far alone. The latter was,323
1253,thinking only of his breakfast.,323
1254,Her inquiries after her sister were not very favourably answered. Miss,324
1255,"Bennet had slept ill, and though up, was very feverish, and not well",324
1256,enough to leave her room. Elizabeth was glad to be taken to her,324
1257,"immediately; and Jane, who had only been withheld by the fear of giving",324
1258,"alarm or inconvenience, from expressing in her note how much she longed",324
1259,"for such a visit, was delighted at her entrance. She was not equal,",324
1260,"however, to much conversation; and when Miss Bingley left them together,",324
1261,could attempt little beside expressions of gratitude for the,324
1262,extraordinary kindness she was treated with. Elizabeth silently attended,324
1263,her.,324
1264,"When breakfast was over, they were joined by the sisters; and Elizabeth",325
1265,"began to like them herself, when she saw how much affection and",325
1266,solicitude they showed for Jane. The apothecary came; and having,325
1267,"examined his patient, said, as might be supposed, that she had caught a",325
1268,"violent cold, and that they must endeavour to get the better of it;",325
1269,"advised her to return to bed, and promised her some draughts. The advice",325
1270,"was followed readily, for the feverish symptoms increased, and her head",325
1271,"ached acutely. Elizabeth did not quit her room for a moment, nor were",325
1272,"the other ladies often absent; the gentlemen being out, they had in fact",325
1273,nothing to do elsewhere.,325
1274,"When the clock struck three, Elizabeth felt that she must go, and very",326
1275,"unwillingly said so. Miss Bingley offered her the carriage, and she only",326
1276,"wanted a little pressing to accept it, when Jane testified such concern",326
1277,at parting with her that Miss Bingley was obliged to convert the offer,326
1278,of the chaise into an invitation to remain at Netherfield for the,326
1279,"present. Elizabeth most thankfully consented, and a servant was",326
