,sentences,paragraph
510,He said that “These were men to whose indefatigable zealmodern philosophers were indebted for most of the foundations of theirknowledge.,130
511,"They had left to us, as an easier task, to give new namesand arrange in connected classifications the facts which they in agreat degree had been the instruments of bringing to light.",130
512,"Thelabours of men of genius, however erroneously directed, scarcely everfail in ultimately turning to the solid advantage of mankind.” Ilistened to his statement, which was delivered without any presumptionor affectation, and then added that his lecture had removed myprejudices against modern chemists; I expressed myself in measuredterms, with the modesty and deference due from a youth to hisinstructor, without letting escape (inexperience in life would havemade me ashamed) any of the enthusiasm which stimulated my intendedlabours.",130
513,I requested his advice concerning the books I ought toprocure.,130
514,"“I am happy,” said M. Waldman, “to have gained adisciple; and if your application equals your ability, I have no doubt ofyour success.",131
515,"Chemistry is that branch of natural philosophy in which thegreatest improvements have been and may be made; it is on that account thatI have made it my peculiar study; but at the same time, I have notneglected the other branches of science.",131
516,A man would make but a very sorrychemist if he attended to that department of human knowledge alone.,131
517,"If yourwish is to become really a man of science and not merely a pettyexperimentalist, I should advise you to apply to every branch of naturalphilosophy, including mathematics.”",131
518,"He then took me into his laboratory and explained to me the uses of hisvarious machines, instructing me as to what I ought to procure andpromising me the use of his own when I should have advanced far enough inthe science not to derange their mechanism.",132
519,"He also gave me the list ofbooks which I had requested, and I took my leave.",132
520,Thus ended a day memorable to me; it decided my future destiny.,133
521,Chapter 4,135
522,"From this day natural philosophy, and particularly chemistry, in themost comprehensive sense of the term, became nearly my sole occupation.",136
523,"I read with ardour those works, so full of genius and discrimination,which modern inquirers have written on these subjects.",136
524,"I attended thelectures and cultivated the acquaintance of the men of science of theuniversity, and I found even in M. Krempe a great deal of sound senseand real information, combined, it is true, with a repulsivephysiognomy and manners, but not on that account the less valuable.",136
525,InM. Waldman I found a true friend.,136
526,"His gentleness was never tinged bydogmatism, and his instructions were given with an air of frankness andgood nature that banished every idea of pedantry.",136
527,In a thousand wayshe smoothed for me the path of knowledge and made the most abstruseinquiries clear and facile to my apprehension.,136
528,My application was atfirst fluctuating and uncertain; it gained strength as I proceeded andsoon became so ardent and eager that the stars often disappeared in thelight of morning whilst I was yet engaged in my laboratory.,136
529,"As I applied so closely, it may be easily conceived that my progresswas rapid.",137
530,"My ardour was indeed the astonishment of the students, andmy proficiency that of the masters.",137
531,"Professor Krempe often asked me,with a sly smile, how Cornelius Agrippa went on, whilst M. Waldmanexpressed the most heartfelt exultation in my progress.",137
532,"Two yearspassed in this manner, during which I paid no visit to Geneva, but wasengaged, heart and soul, in the pursuit of some discoveries which Ihoped to make.",137
533,None but those who have experienced them can conceiveof the enticements of science.,137
534,"In other studies you go as far asothers have gone before you, and there is nothing more to know; but ina scientific pursuit there is continual food for discovery and wonder.",137
535,"A mind of moderate capacity which closely pursues one study mustinfallibly arrive at great proficiency in that study; and I, whocontinually sought the attainment of one object of pursuit and wassolely wrapped up in this, improved so rapidly that at the end of twoyears I made some discoveries in the improvement of some chemicalinstruments, which procured me great esteem and admiration at theuniversity.",137
536,"When I had arrived at this point and had become as wellacquainted with the theory and practice of natural philosophy asdepended on the lessons of any of the professors at Ingolstadt, myresidence there being no longer conducive to my improvements, I thoughtof returning to my friends and my native town, when an incidenthappened that protracted my stay.",137
537,"One of the phenomena which had peculiarly attracted my attention wasthe structure of the human frame, and, indeed, any animal endued withlife.",138
538,"Whence, I often asked myself, did the principle of life proceed?",138
539,"It was a bold question, and one which has ever been considered as amystery; yet with how many things are we upon the brink of becomingacquainted, if cowardice or carelessness did not restrain ourinquiries.",138
540,I revolved these circumstances in my mind and determinedthenceforth to apply myself more particularly to those branches ofnatural philosophy which relate to physiology.,138
541,"Unless I had beenanimated by an almost supernatural enthusiasm, my application to thisstudy would have been irksome and almost intolerable.",138
542,"To examine thecauses of life, we must first have recourse to death.",138
543,"I becameacquainted with the science of anatomy, but this was not sufficient; Imust also observe the natural decay and corruption of the human body.",138
544,In my education my father had taken the greatest precautions that mymind should be impressed with no supernatural horrors.,138
545,I do not everremember to have trembled at a tale of superstition or to have fearedthe apparition of a spirit.,138
546,"Darkness had no effect upon my fancy, anda churchyard was to me merely the receptacle of bodies deprived oflife, which, from being the seat of beauty and strength, had becomefood for the worm.",138
547,Now I was led to examine the cause and progress ofthis decay and forced to spend days and nights in vaults andcharnel-houses.,138
548,My attention was fixed upon every object the mostinsupportable to the delicacy of the human feelings.,138
549,I saw how thefine form of man was degraded and wasted; I beheld the corruption ofdeath succeed to the blooming cheek of life; I saw how the worminherited the wonders of the eye and brain.,138
550,"I paused, examining andanalysing all the minutiae of causation, as exemplified in the changefrom life to death, and death to life, until from the midst of thisdarkness a sudden light broke in upon me—a light so brilliant andwondrous, yet so simple, that while I became dizzy with the immensityof the prospect which it illustrated, I was surprised that among somany men of genius who had directed their inquiries towards the samescience, that I alone should be reserved to discover so astonishing asecret.",138
551,"Remember, I am not recording the vision of a madman.",139
552,The sun does notmore certainly shine in the heavens than that which I now affirm istrue.,139
553,"Some miracle might have produced it, yet the stages of thediscovery were distinct and probable.",139
554,"After days and nights ofincredible labour and fatigue, I succeeded in discovering the cause ofgeneration and life; nay, more, I became myself capable of bestowinganimation upon lifeless matter.",139
555,The astonishment which I had at first experienced on this discoverysoon gave place to delight and rapture.,140
556,"After so much time spent inpainful labour, to arrive at once at the summit of my desires was themost gratifying consummation of my toils.",140
557,"But this discovery was sogreat and overwhelming that all the steps by which I had beenprogressively led to it were obliterated, and I beheld only the result.",140
558,What had been the study and desire of the wisest men since the creationof the world was now within my grasp.,140
559,"Not that, like a magic scene, itall opened upon me at once: the information I had obtained was of anature rather to direct my endeavours so soon as I should point themtowards the object of my search than to exhibit that object alreadyaccomplished.",140
560,"I was like the Arabian who had been buried with the deadand found a passage to life, aided only by one glimmering and seeminglyineffectual light.",140
561,"I see by your eagerness and the wonder and hope which your eyesexpress, my friend, that you expect to be informed of the secret withwhich I am acquainted; that cannot be; listen patiently until the endof my story, and you will easily perceive why I am reserved upon thatsubject.",141
562,"I will not lead you on, unguarded and ardent as I then was,to your destruction and infallible misery.",141
563,"Learn from me, if not by myprecepts, at least by my example, how dangerous is the acquirement ofknowledge and how much happier that man is who believes his native townto be the world, than he who aspires to become greater than his naturewill allow.",141
564,"When I found so astonishing a power placed within my hands, I hesitateda long time concerning the manner in which I should employ it.",142
565,"Although I possessed the capacity of bestowing animation, yet toprepare a frame for the reception of it, with all its intricacies offibres, muscles, and veins, still remained a work of inconceivabledifficulty and labour.",142
566,"I doubted at first whether I should attempt thecreation of a being like myself, or one of simpler organization; but myimagination was too much exalted by my first success to permit me todoubt of my ability to give life to an animal as complex and wonderfulas man.",142
567,"The materials at present within my command hardly appearedadequate to so arduous an undertaking, but I doubted not that I shouldultimately succeed.",142
568,"I prepared myself for a multitude of reverses; myoperations might be incessantly baffled, and at last my work beimperfect, yet when I considered the improvement which every day takesplace in science and mechanics, I was encouraged to hope my presentattempts would at least lay the foundations of future success.",142
569,Norcould I consider the magnitude and complexity of my plan as anyargument of its impracticability.,142
570,It was with these feelings that Ibegan the creation of a human being.,142
571,"As the minuteness of the partsformed a great hindrance to my speed, I resolved, contrary to my firstintention, to make the being of a gigantic stature, that is to say,about eight feet in height, and proportionably large.",142
572,"After havingformed this determination and having spent some months in successfullycollecting and arranging my materials, I began.",142
573,"No one can conceive the variety of feelings which bore me onwards, likea hurricane, in the first enthusiasm of success.",143
574,"Life and deathappeared to me ideal bounds, which I should first break through, andpour a torrent of light into our dark world.",143
575,A new species would blessme as its creator and source; many happy and excellent natures wouldowe their being to me.,143
576,No father could claim the gratitude of hischild so completely as I should deserve theirs.,143
577,"Pursuing thesereflections, I thought that if I could bestow animation upon lifelessmatter, I might in process of time (although I now found it impossible)renew life where death had apparently devoted the body to corruption.",143
578,"These thoughts supported my spirits, while I pursued my undertakingwith unremitting ardour.",144
579,"My cheek had grown pale with study, and myperson had become emaciated with confinement.",144
580,"Sometimes, on the verybrink of certainty, I failed; yet still I clung to the hope which thenext day or the next hour might realise.",144
581,"One secret which I alonepossessed was the hope to which I had dedicated myself; and the moongazed on my midnight labours, while, with unrelaxed and breathlesseagerness, I pursued nature to her hiding-places.",144
582,Who shall conceivethe horrors of my secret toil as I dabbled among the unhallowed dampsof the grave or tortured the living animal to animate the lifelessclay?,144
583,"My limbs now tremble, and my eyes swim with the remembrance; butthen a resistless and almost frantic impulse urged me forward; I seemedto have lost all soul or sensation but for this one pursuit.",144
584,"It wasindeed but a passing trance, that only made me feel with renewedacuteness so soon as, the unnatural stimulus ceasing to operate, I hadreturned to my old habits.",144
585,"I collected bones from charnel-houses anddisturbed, with profane fingers, the tremendous secrets of the humanframe.",144
586,"In a solitary chamber, or rather cell, at the top of the house,and separated from all the other apartments by a gallery and staircase,I kept my workshop of filthy creation; my eyeballs were starting fromtheir sockets in attending to the details of my employment.",144
587,"Thedissecting room and the slaughter-house furnished many of my materials;and often did my human nature turn with loathing from my occupation,whilst, still urged on by an eagerness which perpetually increased, Ibrought my work near to a conclusion.",144
588,"The summer months passed while I was thus engaged, heart and soul, inone pursuit.",145
589,"It was a most beautiful season; never did the fieldsbestow a more plentiful harvest or the vines yield a more luxuriantvintage, but my eyes were insensible to the charms of nature.",145
590,"And thesame feelings which made me neglect the scenes around me caused me alsoto forget those friends who were so many miles absent, and whom I hadnot seen for so long a time.",145
591,"I knew my silence disquieted them, and Iwell remembered the words of my father: “I know that while you arepleased with yourself you will think of us with affection, and we shallhear regularly from you.",145
592,You must pardon me if I regard anyinterruption in your correspondence as a proof that your other dutiesare equally neglected.”,145
593,"I knew well therefore what would be my father’s feelings, but I couldnot tear my thoughts from my employment, loathsome in itself, but whichhad taken an irresistible hold of my imagination.",146
594,"I wished, as itwere, to procrastinate all that related to my feelings of affectionuntil the great object, which swallowed up every habit of my nature,should be completed.",146
595,"I then thought that my father would be unjust if he ascribed my neglectto vice or faultiness on my part, but I am now convinced that he wasjustified in conceiving that I should not be altogether free fromblame.",147
596,A human being in perfection ought always to preserve a calm andpeaceful mind and never to allow passion or a transitory desire todisturb his tranquillity.,147
597,I do not think that the pursuit of knowledgeis an exception to this rule.,147
598,"If the study to which you apply yourselfhas a tendency to weaken your affections and to destroy your taste forthose simple pleasures in which no alloy can possibly mix, then thatstudy is certainly unlawful, that is to say, not befitting the humanmind.",147
599,"If this rule were always observed; if no man allowed any pursuitwhatsoever to interfere with the tranquillity of his domesticaffections, Greece had not been enslaved, Cæsar would have spared hiscountry, America would have been discovered more gradually, and theempires of Mexico and Peru had not been destroyed.",147
600,"But I forget that I am moralizing in the most interesting part of mytale, and your looks remind me to proceed.",148
601,My father made no reproach in his letters and only took notice of mysilence by inquiring into my occupations more particularly than before.,149
602,"Winter, spring, and summer passed away during my labours; but I did notwatch the blossom or the expanding leaves—sights which before alwaysyielded me supreme delight—so deeply was I engrossed in myoccupation.",149
603,"The leaves of that year had withered before my work drew nearto a close, and now every day showed me more plainly how well I hadsucceeded.",149
604,"But my enthusiasm was checked by my anxiety, and I appearedrather like one doomed by slavery to toil in the mines, or any otherunwholesome trade than an artist occupied by his favourite employment.",149
605,"Every night I was oppressed by a slow fever, and I became nervous to a mostpainful degree; the fall of a leaf startled me, and I shunned my fellowcreatures as if I had been guilty of a crime.",149
606,"Sometimes I grew alarmed atthe wreck I perceived that I had become; the energy of my purpose alonesustained me: my labours would soon end, and I believed that exercise andamusement would then drive away incipient disease; and I promised myselfboth of these when my creation should be complete.",149
607,Chapter 5,151
608,It was on a dreary night of November that I beheld the accomplishmentof my toils.,152
609,"With an anxiety that almost amounted to agony, Icollected the instruments of life around me, that I might infuse aspark of being into the lifeless thing that lay at my feet.",152
610,"It wasalready one in the morning; the rain pattered dismally against thepanes, and my candle was nearly burnt out, when, by the glimmer of thehalf-extinguished light, I saw the dull yellow eye of the creatureopen; it breathed hard, and a convulsive motion agitated its limbs.",152
611,"How can I describe my emotions at this catastrophe, or how delineatethe wretch whom with such infinite pains and care I had endeavoured toform?",153
612,"His limbs were in proportion, and I had selected his features asbeautiful.",153
613,Beautiful!,153
614,Great God!,153
615,"His yellow skin scarcely coveredthe work of muscles and arteries beneath; his hair was of a lustrousblack, and flowing; his teeth of a pearly whiteness; but theseluxuriances only formed a more horrid contrast with his watery eyes,that seemed almost of the same colour as the dun-white sockets in whichthey were set, his shrivelled complexion and straight black lips.",153
616,The different accidents of life are not so changeable as the feelingsof human nature.,154
617,"I had worked hard for nearly two years, for the solepurpose of infusing life into an inanimate body.",154
618,For this I haddeprived myself of rest and health.,154
619,"I had desired it with an ardourthat far exceeded moderation; but now that I had finished, the beautyof the dream vanished, and breathless horror and disgust filled myheart.",154
620,"Unable to endure the aspect of the being I had created, Irushed out of the room and continued a long time traversing mybed-chamber, unable to compose my mind to sleep.",154
621,"At length lassitudesucceeded to the tumult I had before endured, and I threw myself on thebed in my clothes, endeavouring to seek a few moments of forgetfulness.",154
622,"But it was in vain; I slept, indeed, but I was disturbed by the wildestdreams.",154
623,"I thought I saw Elizabeth, in the bloom of health, walking inthe streets of Ingolstadt.",154
624,"Delighted and surprised, I embraced her,but as I imprinted the first kiss on her lips, they became livid withthe hue of death; her features appeared to change, and I thought that Iheld the corpse of my dead mother in my arms; a shroud enveloped herform, and I saw the grave-worms crawling in the folds of the flannel.",154
625,"I started from my sleep with horror; a cold dew covered my forehead, myteeth chattered, and every limb became convulsed; when, by the dim andyellow light of the moon, as it forced its way through the windowshutters, I beheld the wretch—the miserable monster whom I hadcreated.",154
626,"He held up the curtain of the bed; and his eyes, if eyes theymay be called, were fixed on me.",154
627,"His jaws opened, and he muttered someinarticulate sounds, while a grin wrinkled his cheeks.",154
628,"He might havespoken, but I did not hear; one hand was stretched out, seemingly todetain me, but I escaped and rushed downstairs.",154
629,"I took refuge in thecourtyard belonging to the house which I inhabited, where I remainedduring the rest of the night, walking up and down in the greatestagitation, listening attentively, catching and fearing each sound as ifit were to announce the approach of the demoniacal corpse to which Ihad so miserably given life.",154
630,Oh!,155
631,No mortal could support the horror of that countenance.,155
632,A mummyagain endued with animation could not be so hideous as that wretch.,155
633,"Ihad gazed on him while unfinished; he was ugly then, but when thosemuscles and joints were rendered capable of motion, it became a thingsuch as even Dante could not have conceived.",155
634,I passed the night wretchedly.,156
635,"Sometimes my pulse beat so quickly andhardly that I felt the palpitation of every artery; at others, I nearlysank to the ground through languor and extreme weakness.",156
636,"Mingled withthis horror, I felt the bitterness of disappointment; dreams that hadbeen my food and pleasant rest for so long a space were now become ahell to me; and the change was so rapid, the overthrow so complete!",156
637,"Morning, dismal and wet, at length dawned and discovered to mysleepless and aching eyes the church of Ingolstadt, its white steepleand clock, which indicated the sixth hour.",157
638,"The porter opened the gatesof the court, which had that night been my asylum, and I issued intothe streets, pacing them with quick steps, as if I sought to avoid thewretch whom I feared every turning of the street would present to myview.",157
639,"I did not dare return to the apartment which I inhabited, butfelt impelled to hurry on, although drenched by the rain which pouredfrom a black and comfortless sky.",157
640,"I continued walking in this manner for some time, endeavouring bybodily exercise to ease the load that weighed upon my mind.",158
641,Itraversed the streets without any clear conception of where I was orwhat I was doing.,158
642,"My heart palpitated in the sickness of fear, and Ihurried on with irregular steps, not daring to look about me:  Like one who, on a lonely road, Doth walk in fear and dread, And, having once turned round, walks on, And turns no more his head; Because he knows a frightful fiend Doth close behind him tread.",158
643,[Coleridge’s “Ancient Mariner.”],158
644,"Continuing thus, I came at length opposite to the inn at which the variousdiligences and carriages usually stopped.",160
645,"Here I paused, I knew not why;but I remained some minutes with my eyes fixed on a coach that was comingtowards me from the other end of the street.",160
646,"As it drew nearer I observedthat it was the Swiss diligence; it stopped just where I was standing, andon the door being opened, I perceived Henry Clerval, who, on seeing me,instantly sprung out.",160
647,"“My dear Frankenstein,” exclaimed he,“how glad I am to see you!",160
648,How fortunate that you should be here atthe very moment of my alighting!”,160
649,"Nothing could equal my delight on seeing Clerval; his presence brought backto my thoughts my father, Elizabeth, and all those scenes of home so dearto my recollection.",161
650,"I grasped his hand, and in a moment forgot my horrorand misfortune; I felt suddenly, and for the first time during many months,calm and serene joy.",161
651,"I welcomed my friend, therefore, in the most cordialmanner, and we walked towards my college.",161
652,Clerval continued talking forsome time about our mutual friends and his own good fortune in beingpermitted to come to Ingolstadt.,161
653,"“You may easily believe,” saidhe, “how great was the difficulty to persuade my father that allnecessary knowledge was not comprised in the noble art of book-keeping;and, indeed, I believe I left him incredulous to the last, for his constantanswer to my unwearied entreaties was the same as that of the Dutchschoolmaster in The Vicar of Wakefield: ‘I have ten thousand florinsa year without Greek, I eat heartily without Greek.’ But hisaffection for me at length overcame his dislike of learning, and he haspermitted me to undertake a voyage of discovery to the land ofknowledge.”",161
654,"“It gives me the greatest delight to see you; but tell me how you leftmy father, brothers, and Elizabeth.”",162
655,"“Very well, and very happy, only a little uneasy that they hear fromyou so seldom.",163
656,"By the by, I mean to lecture you a little upon theiraccount myself.",163
657,"But, my dear Frankenstein,” continued he, stoppingshort and gazing full in my face, “I did not before remark how very illyou appear; so thin and pale; you look as if you had been watching forseveral nights.”",163
658,"“You have guessed right; I have lately been so deeply engaged in oneoccupation that I have not allowed myself sufficient rest, as you see;but I hope, I sincerely hope, that all these employments are now at anend and that I am at length free.”",164
659,"I trembled excessively; I could not endure to think of, and far less toallude to, the occurrences of the preceding night.",165
660,"I walked with aquick pace, and we soon arrived at my college.",165
661,"I then reflected, andthe thought made me shiver, that the creature whom I had left in myapartment might still be there, alive and walking about.",165
662,"I dreaded tobehold this monster, but I feared still more that Henry should see him.",165
663,"Entreating him, therefore, to remain a few minutes at the bottom of thestairs, I darted up towards my own room.",165
664,My hand was already on thelock of the door before I recollected myself.,165
665,"I then paused, and acold shivering came over me.",165
666,"I threw the door forcibly open, aschildren are accustomed to do when they expect a spectre to stand inwaiting for them on the other side; but nothing appeared.",165
667,"I steppedfearfully in: the apartment was empty, and my bedroom was also freedfrom its hideous guest.",165
668,"I could hardly believe that so great a goodfortune could have befallen me, but when I became assured that my enemyhad indeed fled, I clapped my hands for joy and ran down to Clerval.",165
669,"We ascended into my room, and the servant presently brought breakfast;but I was unable to contain myself.",166
670,"It was not joy only that possessedme; I felt my flesh tingle with excess of sensitiveness, and my pulsebeat rapidly.",166
671,"I was unable to remain for a single instant in the sameplace; I jumped over the chairs, clapped my hands, and laughed aloud.",166
672,"Clerval at first attributed my unusual spirits to joy on his arrival,but when he observed me more attentively, he saw a wildness in my eyesfor which he could not account, and my loud, unrestrained, heartlesslaughter frightened and astonished him.",166
673,"“My dear Victor,” cried he, “what, for God’s sake,is the matter?",167
674,Do not laugh in that manner.,167
675,How ill you are!,167
676,What is thecause of all this?”,167
677,"“Do not ask me,” cried I, putting my hands before my eyes, for Ithought I saw the dreaded spectre glide into the room; “_he_ cantell.",168
678,"Oh, save me!",168
679,Save me!” I imagined that the monster seized me;I struggled furiously and fell down in a fit.,168
680,Poor Clerval!,169
681,What must have been his feelings?,169
682,"A meeting, which heanticipated with such joy, so strangely turned to bitterness.",169
683,"But Iwas not the witness of his grief, for I was lifeless and did notrecover my senses for a long, long time.",169
684,This was the commencement of a nervous fever which confined me forseveral months.,170
685,During all that time Henry was my only nurse.,170
686,"Iafterwards learned that, knowing my father’s advanced age and unfitnessfor so long a journey, and how wretched my sickness would makeElizabeth, he spared them this grief by concealing the extent of mydisorder.",170
687,"He knew that I could not have a more kind and attentivenurse than himself; and, firm in the hope he felt of my recovery, hedid not doubt that, instead of doing harm, he performed the kindestaction that he could towards them.",170
688,"But I was in reality very ill, and surely nothing but the unbounded andunremitting attentions of my friend could have restored me to life.",171
689,"The form of the monster on whom I had bestowed existence was for everbefore my eyes, and I raved incessantly concerning him.",171
690,"Doubtless mywords surprised Henry; he at first believed them to be the wanderingsof my disturbed imagination, but the pertinacity with which Icontinually recurred to the same subject persuaded him that my disorderindeed owed its origin to some uncommon and terrible event.",171
691,"By very slow degrees, and with frequent relapses that alarmed andgrieved my friend, I recovered.",172
692,"I remember the first time I becamecapable of observing outward objects with any kind of pleasure, Iperceived that the fallen leaves had disappeared and that the youngbuds were shooting forth from the trees that shaded my window.",172
693,"It wasa divine spring, and the season contributed greatly to myconvalescence.",172
694,"I felt also sentiments of joy and affection revive inmy bosom; my gloom disappeared, and in a short time I became ascheerful as before I was attacked by the fatal passion.",172
695,"“Dearest Clerval,” exclaimed I, “how kind, how very goodyou are to me.",173
696,"This whole winter, instead of being spent in study, as youpromised yourself, has been consumed in my sick room.",173
697,How shall I everrepay you?,173
698,"I feel the greatest remorse for the disappointment of which Ihave been the occasion, but you will forgive me.”",173
699,"“You will repay me entirely if you do not discompose yourself, but getwell as fast as you can; and since you appear in such good spirits, Imay speak to you on one subject, may I not?”",174
700,I trembled.,175
701,One subject!,175
702,What could it be?,175
703,Could he allude to an object onwhom I dared not even think?,175
704,"“Compose yourself,” said Clerval, who observed my change ofcolour, “I will not mention it if it agitates you; but your fatherand cousin would be very happy if they received a letter from you in yourown handwriting.",176
705,They hardly know how ill you have been and are uneasy atyour long silence.”,176
706,"“Is that all, my dear Henry?",177
707,"How could you suppose that my firstthought would not fly towards those dear, dear friends whom I love andwho are so deserving of my love?”",177
708,"“If this is your present temper, my friend, you will perhaps be gladto see a letter that has been lying here some days for you; it is fromyour cousin, I believe.”",178
709,Chapter 6,180
710,Clerval then put the following letter into my hands.,181
711,It was from myown Elizabeth:,181
712,"“My dearest Cousin,",182
713,"“You have been ill, very ill, and even the constant letters of dearkind Henry are not sufficient to reassure me on your account.",183
714,"You areforbidden to write—to hold a pen; yet one word from you, dear Victor,is necessary to calm our apprehensions.",183
715,"For a long time I have thoughtthat each post would bring this line, and my persuasions haverestrained my uncle from undertaking a journey to Ingolstadt.",183
716,"I haveprevented his encountering the inconveniences and perhaps dangers of solong a journey, yet how often have I regretted not being able toperform it myself!",183
717,"I figure to myself that the task of attending onyour sickbed has devolved on some mercenary old nurse, who could neverguess your wishes nor minister to them with the care and affection ofyour poor cousin.",183
718,Yet that is over now: Clerval writes that indeedyou are getting better.,183
719,I eagerly hope that you will confirm thisintelligence soon in your own handwriting.,183
720,“Get well—and return to us.,184
721,"You will find a happy, cheerful home andfriends who love you dearly.",184
722,"Your father’s health is vigorous, and heasks but to see you, but to be assured that you are well; and not acare will ever cloud his benevolent countenance.",184
723,How pleased you wouldbe to remark the improvement of our Ernest!,184
724,He is now sixteen and fullof activity and spirit.,184
725,"He is desirous to be a true Swiss and to enterinto foreign service, but we cannot part with him, at least until hiselder brother returns to us.",184
726,"My uncle is not pleased with the idea ofa military career in a distant country, but Ernest never had yourpowers of application.",184
727,"He looks upon study as an odious fetter; histime is spent in the open air, climbing the hills or rowing on thelake.",184
728,I fear that he will become an idler unless we yield the pointand permit him to enter on the profession which he has selected.,184
729,"“Little alteration, except the growth of our dear children, has takenplace since you left us.",185
730,The blue lake and snow-clad mountains—theynever change; and I think our placid home and our contented hearts areregulated by the same immutable laws.,185
731,"My trifling occupations take upmy time and amuse me, and I am rewarded for any exertions by seeingnone but happy, kind faces around me.",185
732,"Since you left us, but onechange has taken place in our little household.",185
733,Do you remember onwhat occasion Justine Moritz entered our family?,185
734,"Probably you do not;I will relate her history, therefore in a few words.",185
735,"Madame Moritz,her mother, was a widow with four children, of whom Justine was thethird.",185
736,"This girl had always been the favourite of her father, butthrough a strange perversity, her mother could not endure her, andafter the death of M. Moritz, treated her very ill. My aunt observedthis, and when Justine was twelve years of age, prevailed on her motherto allow her to live at our house.",185
737,The republican institutions of ourcountry have produced simpler and happier manners than those whichprevail in the great monarchies that surround it.,185
738,"Hence there is lessdistinction between the several classes of its inhabitants; and thelower orders, being neither so poor nor so despised, their manners aremore refined and moral.",185
739,A servant in Geneva does not mean the samething as a servant in France and England.,185
740,"Justine, thus received inour family, learned the duties of a servant, a condition which, in ourfortunate country, does not include the idea of ignorance and asacrifice of the dignity of a human being.",185
741,"“Justine, you may remember, was a great favourite of yours; and Irecollect you once remarked that if you were in an ill humour, oneglance from Justine could dissipate it, for the same reason thatAriosto gives concerning the beauty of Angelica—she looked sofrank-hearted and happy.",186
742,"My aunt conceived a great attachment for her,by which she was induced to give her an education superior to thatwhich she had at first intended.",186
743,"This benefit was fully repaid;Justine was the most grateful little creature in the world: I do notmean that she made any professions I never heard one pass her lips, butyou could see by her eyes that she almost adored her protectress.",186
744,"Although her disposition was gay and in many respects inconsiderate,yet she paid the greatest attention to every gesture of my aunt.",186
745,"Shethought her the model of all excellence and endeavoured to imitate herphraseology and manners, so that even now she often reminds me of her.",186
746,"“When my dearest aunt died every one was too much occupied in their owngrief to notice poor Justine, who had attended her during her illnesswith the most anxious affection.",187
747,Poor Justine was very ill; but othertrials were reserved for her.,187
748,"“One by one, her brothers and sister died; and her mother, with theexception of her neglected daughter, was left childless.",188
749,Theconscience of the woman was troubled; she began to think that thedeaths of her favourites was a judgement from heaven to chastise herpartiality.,188
750,She was a Roman Catholic; and I believe her confessorconfirmed the idea which she had conceived.,188
751,"Accordingly, a few monthsafter your departure for Ingolstadt, Justine was called home by herrepentant mother.",188
752,Poor girl!,188
753,"She wept when she quitted our house; shewas much altered since the death of my aunt; grief had given softnessand a winning mildness to her manners, which had before been remarkablefor vivacity.",188
754,Nor was her residence at her mother’s house of a natureto restore her gaiety.,188
755,The poor woman was very vacillating in herrepentance.,188
756,"She sometimes begged Justine to forgive her unkindness,but much oftener accused her of having caused the deaths of herbrothers and sister.",188
757,"Perpetual fretting at length threw Madame Moritzinto a decline, which at first increased her irritability, but she isnow at peace for ever.",188
758,"She died on the first approach of cold weather,at the beginning of this last winter.",188
759,Justine has just returned to us;and I assure you I love her tenderly.,188
760,"She is very clever and gentle,and extremely pretty; as I mentioned before, her mien and herexpression continually remind me of my dear aunt.",188
761,"“I must say also a few words to you, my dear cousin, of little darlingWilliam.",189
762,"I wish you could see him; he is very tall of his age, withsweet laughing blue eyes, dark eyelashes, and curling hair.",189
763,"When hesmiles, two little dimples appear on each cheek, which are rosy withhealth.",189
764,"He has already had one or two little _wives,_ but Louisa Bironis his favourite, a pretty little girl of five years of age.",189
765,"“Now, dear Victor, I dare say you wish to be indulged in a littlegossip concerning the good people of Geneva.",190
766,"The pretty Miss Mansfieldhas already received the congratulatory visits on her approachingmarriage with a young Englishman, John Melbourne, Esq.",190
767,"Her uglysister, Manon, married M. Duvillard, the rich banker, last autumn.",190
768,"Yourfavourite schoolfellow, Louis Manoir, has suffered several misfortunessince the departure of Clerval from Geneva.",190
769,"But he has alreadyrecovered his spirits, and is reported to be on the point of marrying alively pretty Frenchwoman, Madame Tavernier.",190
770,"She is a widow, and mucholder than Manoir; but she is very much admired, and a favourite witheverybody.",190
771,"“I have written myself into better spirits, dear cousin; but my anxietyreturns upon me as I conclude.",191
772,"Write, dearest Victor,—one line—oneword will be a blessing to us.",191
773,"Ten thousand thanks to Henry for hiskindness, his affection, and his many letters; we are sincerelygrateful.",191
774,Adieu!,191
775,"my cousin; take care of yourself; and, I entreatyou, write!",191
776,“Elizabeth Lavenza.,192
777,"“Geneva, March 18th, 17—.”",193
778,"“Dear, dear Elizabeth!” I exclaimed, when I had read herletter: “I will write instantly and relieve them from the anxietythey must feel.” I wrote, and this exertion greatly fatigued me; butmy convalescence had commenced, and proceeded regularly.",195
779,In anotherfortnight I was able to leave my chamber.,195
780,One of my first duties on my recovery was to introduce Clerval to theseveral professors of the university.,196
781,"In doing this, I underwent akind of rough usage, ill befitting the wounds that my mind hadsustained.",196
782,"Ever since the fatal night, the end of my labours, and thebeginning of my misfortunes, I had conceived a violent antipathy evento the name of natural philosophy.",196
783,"When I was otherwise quite restoredto health, the sight of a chemical instrument would renew all the agonyof my nervous symptoms.",196
784,"Henry saw this, and had removed all myapparatus from my view.",196
