,sentences,paragraph
277,"Luckily for Alice, the little magic bottle had now had its full effect,and she grew no larger: still it was very uncomfortable, and, as thereseemed to be no sort of chance of her ever getting out of the roomagain, no wonder she felt unhappy.",111
278,"“It was much pleasanter at home,” thought poor Alice, “when one wasn’talways growing larger and smaller, and being ordered about by mice andrabbits.",112
279,"I almost wish I hadn’t gone down that rabbit-hole—and yet—andyet—it’s rather curious, you know, this sort of life!",112
280,I do wonder what_can_ have happened to me!,112
281,"When I used to read fairy-tales, I fanciedthat kind of thing never happened, and now here I am in the middle ofone!",112
282,"There ought to be a book written about me, that there ought!",112
283,"Andwhen I grow up, I’ll write one—but I’m grown up now,” she added in asorrowful tone; “at least there’s no room to grow up any more _here_.”",112
284,"“But then,” thought Alice, “shall I _never_ get any older than I amnow?",113
285,"That’ll be a comfort, one way—never to be an old woman—butthen—always to have lessons to learn!",113
286,"Oh, I shouldn’t like _that!_”",113
287,"“Oh, you foolish Alice!” she answered herself.",114
288,“How can you learnlessons in here?,114
289,"Why, there’s hardly room for _you_, and no room at allfor any lesson-books!”",114
290,"And so she went on, taking first one side and then the other, andmaking quite a conversation of it altogether; but after a few minutesshe heard a voice outside, and stopped to listen.",115
291,“Mary Ann!,116
292,Mary Ann!” said the voice.,116
293,“Fetch me my gloves this moment!”Then came a little pattering of feet on the stairs.,116
294,"Alice knew it wasthe Rabbit coming to look for her, and she trembled till she shook thehouse, quite forgetting that she was now about a thousand times aslarge as the Rabbit, and had no reason to be afraid of it.",116
295,"Presently the Rabbit came up to the door, and tried to open it; but, asthe door opened inwards, and Alice’s elbow was pressed hard against it,that attempt proved a failure.",117
296,Alice heard it say to itself “Then I’llgo round and get in at the window.”,117
297,"“_That_ you won’t!” thought Alice, and, after waiting till she fanciedshe heard the Rabbit just under the window, she suddenly spread out herhand, and made a snatch in the air.",118
298,"She did not get hold of anything,but she heard a little shriek and a fall, and a crash of broken glass,from which she concluded that it was just possible it had fallen into acucumber-frame, or something of the sort.",118
299,Next came an angry voice—the Rabbit’s—“Pat!,119
300,Pat!,119
301,"Where are you?” Andthen a voice she had never heard before, “Sure then I’m here!",119
302,"Diggingfor apples, yer honour!”",119
303,"“Digging for apples, indeed!” said the Rabbit angrily.",120
304,“Here!,120
305,Come andhelp me out of _this!_” (Sounds of more broken glass.),120
306,"“Now tell me, Pat, what’s that in the window?”",121
307,"“Sure, it’s an arm, yer honour!” (He pronounced it “arrum.”)",122
308,"“An arm, you goose!",123
309,Who ever saw one that size?,123
310,"Why, it fills the wholewindow!”",123
311,"“Sure, it does, yer honour: but it’s an arm for all that.”",124
312,"“Well, it’s got no business there, at any rate: go and take it away!”",125
313,"There was a long silence after this, and Alice could only hear whispersnow and then; such as, “Sure, I don’t like it, yer honour, at all, atall!” “Do as I tell you, you coward!” and at last she spread out herhand again, and made another snatch in the air.",126
314,"This time there were_two_ little shrieks, and more sounds of broken glass.",126
315,“What a numberof cucumber-frames there must be!” thought Alice.,126
316,“I wonder whatthey’ll do next!,126
317,"As for pulling me out of the window, I only wish they_could!_ I’m sure _I_ don’t want to stay in here any longer!”",126
318,"She waited for some time without hearing anything more: at last came arumbling of little cartwheels, and the sound of a good many voices alltalking together: she made out the words: “Where’s the otherladder?—Why, I hadn’t to bring but one; Bill’s got the other—Bill!",127
319,"fetch it here, lad!—Here, put ’em up at this corner—No, tie ’emtogether first—they don’t reach half high enough yet—Oh!",127
320,"they’ll dowell enough; don’t be particular—Here, Bill!",127
321,"catch hold of thisrope—Will the roof bear?—Mind that loose slate—Oh, it’s coming down!",127
322,"Heads below!” (a loud crash)—“Now, who did that?—It was Bill, Ifancy—Who’s to go down the chimney?—Nay, _I_ shan’t!",127
323,"_You_ doit!—_That_ I won’t, then!—Bill’s to go down—Here, Bill!",127
324,the master saysyou’re to go down the chimney!”,127
325,“Oh!,128
326,"So Bill’s got to come down the chimney, has he?” said Alice toherself.",128
327,"“Shy, they seem to put everything upon Bill!",128
328,"I wouldn’t be inBill’s place for a good deal: this fireplace is narrow, to be sure; butI _think_ I can kick a little!”",128
329,"She drew her foot as far down the chimney as she could, and waited tillshe heard a little animal (she couldn’t guess of what sort it was)scratching and scrambling about in the chimney close above her: then,saying to herself “This is Bill,” she gave one sharp kick, and waitedto see what would happen next.",129
330,"The first thing she heard was a general chorus of “There goes Bill!”then the Rabbit’s voice along—“Catch him, you by the hedge!” thensilence, and then another confusion of voices—“Hold up his head—Brandynow—Don’t choke him—How was it, old fellow?",130
331,What happened to you?,130
332,Tellus all about it!”,130
333,"Last came a little feeble, squeaking voice, (“That’s Bill,” thoughtAlice,) “Well, I hardly know—No more, thank ye; I’m better now—but I’ma deal too flustered to tell you—all I know is, something comes at melike a Jack-in-the-box, and up I goes like a sky-rocket!”",131
334,"“So you did, old fellow!” said the others.",132
335,"“We must burn the house down!” said the Rabbit’s voice; and Alicecalled out as loud as she could, “If you do, I’ll set Dinah at you!”",133
336,"There was a dead silence instantly, and Alice thought to herself, “Iwonder what they _will_ do next!",134
337,"If they had any sense, they’d take theroof off.” After a minute or two, they began moving about again, andAlice heard the Rabbit say, “A barrowful will do, to begin with.”",134
338,"“A barrowful of _what?_” thought Alice; but she had not long to doubt,for the next moment a shower of little pebbles came rattling in at thewindow, and some of them hit her in the face.",135
339,"“I’ll put a stop tothis,” she said to herself, and shouted out, “You’d better not do thatagain!” which produced another dead silence.",135
340,"Alice noticed with some surprise that the pebbles were all turning intolittle cakes as they lay on the floor, and a bright idea came into herhead.",136
341,"“If I eat one of these cakes,” she thought, “it’s sure to make_some_ change in my size; and as it can’t possibly make me larger, itmust make me smaller, I suppose.”",136
342,"So she swallowed one of the cakes, and was delighted to find that shebegan shrinking directly.",137
343,"As soon as she was small enough to getthrough the door, she ran out of the house, and found quite a crowd oflittle animals and birds waiting outside.",137
344,"The poor little Lizard, Bill,was in the middle, being held up by two guinea-pigs, who were giving itsomething out of a bottle.",137
345,"They all made a rush at Alice the moment sheappeared; but she ran off as hard as she could, and soon found herselfsafe in a thick wood.",137
346,"“The first thing I’ve got to do,” said Alice to herself, as shewandered about in the wood, “is to grow to my right size again; and thesecond thing is to find my way into that lovely garden.",138
347,I think thatwill be the best plan.”,138
348,"It sounded an excellent plan, no doubt, and very neatly and simplyarranged; the only difficulty was, that she had not the smallest ideahow to set about it; and while she was peering about anxiously amongthe trees, a little sharp bark just over her head made her look up in agreat hurry.",139
349,"An enormous puppy was looking down at her with large round eyes, andfeebly stretching out one paw, trying to touch her.",140
350,"“Poor littlething!” said Alice, in a coaxing tone, and she tried hard to whistle toit; but she was terribly frightened all the time at the thought that itmight be hungry, in which case it would be very likely to eat her up inspite of all her coaxing.",140
351,"Hardly knowing what she did, she picked up a little bit of stick, andheld it out to the puppy; whereupon the puppy jumped into the air offall its feet at once, with a yelp of delight, and rushed at the stick,and made believe to worry it; then Alice dodged behind a great thistle,to keep herself from being run over; and the moment she appeared on theother side, the puppy made another rush at the stick, and tumbled headover heels in its hurry to get hold of it; then Alice, thinking it wasvery like having a game of play with a cart-horse, and expecting everymoment to be trampled under its feet, ran round the thistle again; thenthe puppy began a series of short charges at the stick, running a verylittle way forwards each time and a long way back, and barking hoarselyall the while, till at last it sat down a good way off, panting, withits tongue hanging out of its mouth, and its great eyes half shut.",141
352,"This seemed to Alice a good opportunity for making her escape; so sheset off at once, and ran till she was quite tired and out of breath,and till the puppy’s bark sounded quite faint in the distance.",142
353,"“And yet what a dear little puppy it was!” said Alice, as she leantagainst a buttercup to rest herself, and fanned herself with one of theleaves: “I should have liked teaching it tricks very much, if—if I’donly been the right size to do it!",143
354,Oh dear!,143
355,I’d nearly forgotten thatI’ve got to grow up again!,143
356,Let me see—how _is_ it to be managed?,143
357,"Isuppose I ought to eat or drink something or other; but the greatquestion is, what?”",143
358,"The great question certainly was, what?",144
359,"Alice looked all round her atthe flowers and the blades of grass, but she did not see anything thatlooked like the right thing to eat or drink under the circumstances.",144
360,"There was a large mushroom growing near her, about the same height asherself; and when she had looked under it, and on both sides of it, andbehind it, it occurred to her that she might as well look and see whatwas on the top of it.",144
361,"She stretched herself up on tiptoe, and peeped over the edge of themushroom, and her eyes immediately met those of a large bluecaterpillar, that was sitting on the top with its arms folded, quietlysmoking a long hookah, and taking not the smallest notice of her or ofanything else.",145
362,CHAPTER V.Advice from a Caterpillar,147
363,"The Caterpillar and Alice looked at each other for some time insilence: at last the Caterpillar took the hookah out of its mouth, andaddressed her in a languid, sleepy voice.",148
364,“Who are _you?_” said the Caterpillar.,149
365,This was not an encouraging opening for a conversation.,150
366,"Alice replied,rather shyly, “I—I hardly know, sir, just at present—at least I knowwho I _was_ when I got up this morning, but I think I must have beenchanged several times since then.”",150
367,“What do you mean by that?” said the Caterpillar sternly.,151
368,“Explainyourself!”,151
369,"“I can’t explain _myself_, I’m afraid, sir,” said Alice, “because I’mnot myself, you see.”",152
370,"“I don’t see,” said the Caterpillar.",153
371,"“I’m afraid I can’t put it more clearly,” Alice replied very politely,“for I can’t understand it myself to begin with; and being so manydifferent sizes in a day is very confusing.”",154
372,"“It isn’t,” said the Caterpillar.",155
373,"“Well, perhaps you haven’t found it so yet,” said Alice; “but when youhave to turn into a chrysalis—you will some day, you know—and thenafter that into a butterfly, I should think you’ll feel it a littlequeer, won’t you?”",156
374,"“Not a bit,” said the Caterpillar.",157
375,"“Well, perhaps your feelings may be different,” said Alice; “all I knowis, it would feel very queer to _me_.”",158
376,“You!” said the Caterpillar contemptuously.,159
377,“Who are _you?_”,159
378,Which brought them back again to the beginning of the conversation.,160
379,"Alice felt a little irritated at the Caterpillar’s making such _very_short remarks, and she drew herself up and said, very gravely, “Ithink, you ought to tell me who _you_ are, first.”",160
380,“Why?” said the Caterpillar.,161
381,"Here was another puzzling question; and as Alice could not think of anygood reason, and as the Caterpillar seemed to be in a _very_ unpleasantstate of mind, she turned away.",162
382,“Come back!” the Caterpillar called after her.,163
383,“I’ve somethingimportant to say!”,163
384,"This sounded promising, certainly: Alice turned and came back again.",164
385,"“Keep your temper,” said the Caterpillar.",165
386,"“Is that all?” said Alice, swallowing down her anger as well as shecould.",166
387,"“No,” said the Caterpillar.",167
388,"Alice thought she might as well wait, as she had nothing else to do,and perhaps after all it might tell her something worth hearing.",168
389,"Forsome minutes it puffed away without speaking, but at last it unfoldedits arms, took the hookah out of its mouth again, and said, “So youthink you’re changed, do you?”",168
390,"“I’m afraid I am, sir,” said Alice; “I can’t remember things as Iused—and I don’t keep the same size for ten minutes together!”",169
391,“Can’t remember _what_ things?” said the Caterpillar.,170
392,"“Well, I’ve tried to say “How doth the little busy bee,” but it allcame different!” Alice replied in a very melancholy voice.",171
393,"“Repeat, ‘_You are old, Father William_,’” said the Caterpillar.",172
394,"Alice folded her hands, and began:—",173
395,"“You are old, Father William,” the young man said,    “And your hair has become very white;And yet you incessantly stand on your head—    Do you think, at your age, it is right?”",174
396,"“In my youth,” Father William replied to his son,    “I feared it might injure the brain;But, now that I’m perfectly sure I have none,    Why, I do it again and again.”",175
397,"“You are old,” said the youth, “as I mentioned before,    And have grown most uncommonly fat;Yet you turned a back-somersault in at the door—    Pray, what is the reason of that?”",176
398,"“In my youth,” said the sage, as he shook his grey locks,    “I kept all my limbs very suppleBy the use of this ointment—one shilling the box—    Allow me to sell you a couple?”",177
399,"“You are old,” said the youth, “and your jaws are too weak    For anything tougher than suet;Yet you finished the goose, with the bones and the beak—    Pray, how did you manage to do it?”",178
400,"“In my youth,” said his father, “I took to the law,    And argued each case with my wife;And the muscular strength, which it gave to my jaw,    Has lasted the rest of my life.”",179
401,"“You are old,” said the youth, “one would hardly suppose    That your eye was as steady as ever;Yet you balanced an eel on the end of your nose—    What made you so awfully clever?”",180
402,"“I have answered three questions, and that is enough,”    Said his father; “don’t give yourself airs!",181
403,Do you think I can listen all day to such stuff?,181
404,"Be off, or I’ll kick you down stairs!”",181
405,"“That is not said right,” said the Caterpillar.",182
406,"“Not _quite_ right, I’m afraid,” said Alice, timidly; “some of thewords have got altered.”",183
407,"“It is wrong from beginning to end,” said the Caterpillar decidedly,and there was silence for some minutes.",184
408,The Caterpillar was the first to speak.,185
409,“What size do you want to be?” it asked.,186
410,"“Oh, I’m not particular as to size,” Alice hastily replied; “only onedoesn’t like changing so often, you know.”",187
411,"“I _don’t_ know,” said the Caterpillar.",188
412,"Alice said nothing: she had never been so much contradicted in her lifebefore, and she felt that she was losing her temper.",189
413,“Are you content now?” said the Caterpillar.,190
414,"“Well, I should like to be a _little_ larger, sir, if you wouldn’tmind,” said Alice: “three inches is such a wretched height to be.”",191
415,"“It is a very good height indeed!” said the Caterpillar angrily,rearing itself upright as it spoke (it was exactly three inches high).",192
416,“But I’m not used to it!” pleaded poor Alice in a piteous tone.,193
417,"And shethought of herself, “I wish the creatures wouldn’t be so easilyoffended!”",193
418,"“You’ll get used to it in time,” said the Caterpillar; and it put thehookah into its mouth and began smoking again.",194
419,This time Alice waited patiently until it chose to speak again.,195
420,"In aminute or two the Caterpillar took the hookah out of its mouth andyawned once or twice, and shook itself.",195
421,"Then it got down off themushroom, and crawled away in the grass, merely remarking as it went,“One side will make you grow taller, and the other side will make yougrow shorter.”",195
422,“One side of _what?_ The other side of _what?_” thought Alice toherself.,196
423,"“Of the mushroom,” said the Caterpillar, just as if she had asked italoud; and in another moment it was out of sight.",197
424,"Alice remained looking thoughtfully at the mushroom for a minute,trying to make out which were the two sides of it; and as it wasperfectly round, she found this a very difficult question.",198
425,"However, atlast she stretched her arms round it as far as they would go, and brokeoff a bit of the edge with each hand.",198
426,"“And now which is which?” she said to herself, and nibbled a little ofthe right-hand bit to try the effect: the next moment she felt aviolent blow underneath her chin: it had struck her foot!",199
427,"She was a good deal frightened by this very sudden change, but she feltthat there was no time to be lost, as she was shrinking rapidly; so sheset to work at once to eat some of the other bit.",200
428,"Her chin was pressedso closely against her foot, that there was hardly room to open hermouth; but she did it at last, and managed to swallow a morsel of thelefthand bit.",200
429,*      *      *      *      *      *      *,201
430,    *      *      *      *      *      *,202
431,*      *      *      *      *      *      *,203
432,"“Come, my head’s free at last!” said Alice in a tone of delight, whichchanged into alarm in another moment, when she found that her shoulderswere nowhere to be found: all she could see, when she looked down, wasan immense length of neck, which seemed to rise like a stalk out of asea of green leaves that lay far below her.",204
433,“What _can_ all that green stuff be?” said Alice.,205
434,“And where _have_ myshoulders got to?,205
435,"And oh, my poor hands, how is it I can’t see you?”She was moving them about as she spoke, but no result seemed to follow,except a little shaking among the distant green leaves.",205
436,"As there seemed to be no chance of getting her hands up to her head,she tried to get her head down to them, and was delighted to find thather neck would bend about easily in any direction, like a serpent.",206
437,"Shehad just succeeded in curving it down into a graceful zigzag, and wasgoing to dive in among the leaves, which she found to be nothing butthe tops of the trees under which she had been wandering, when a sharphiss made her draw back in a hurry: a large pigeon had flown into herface, and was beating her violently with its wings.",206
438,“Serpent!” screamed the Pigeon.,207
439,“I’m _not_ a serpent!” said Alice indignantly.,208
440,“Let me alone!”,208
441,"“Serpent, I say again!” repeated the Pigeon, but in a more subduedtone, and added with a kind of sob, “I’ve tried every way, and nothingseems to suit them!”",209
442,"“I haven’t the least idea what you’re talking about,” said Alice.",210
443,"“I’ve tried the roots of trees, and I’ve tried banks, and I’ve triedhedges,” the Pigeon went on, without attending to her; “but thoseserpents!",211
444,There’s no pleasing them!”,211
445,"Alice was more and more puzzled, but she thought there was no use insaying anything more till the Pigeon had finished.",212
446,"“As if it wasn’t trouble enough hatching the eggs,” said the Pigeon;“but I must be on the look-out for serpents night and day!",213
447,"Why, Ihaven’t had a wink of sleep these three weeks!”",213
448,"“I’m very sorry you’ve been annoyed,” said Alice, who was beginning tosee its meaning.",214
449,"“And just as I’d taken the highest tree in the wood,” continued thePigeon, raising its voice to a shriek, “and just as I was thinking Ishould be free of them at last, they must needs come wriggling downfrom the sky!",215
450,"Ugh, Serpent!”",215
451,"“But I’m _not_ a serpent, I tell you!” said Alice.",216
452,“I’m a—I’m a—”,216
453,“Well!,217
454,_What_ are you?” said the Pigeon.,217
455,“I can see you’re trying toinvent something!”,217
456,"“I—I’m a little girl,” said Alice, rather doubtfully, as she rememberedthe number of changes she had gone through that day.",218
457,“A likely story indeed!” said the Pigeon in a tone of the deepestcontempt.,219
458,"“I’ve seen a good many little girls in my time, but never_one_ with such a neck as that!",219
459,"No, no!",219
460,You’re a serpent; and there’sno use denying it.,219
461,I suppose you’ll be telling me next that you nevertasted an egg!”,219
462,"“I _have_ tasted eggs, certainly,” said Alice, who was a very truthfulchild; “but little girls eat eggs quite as much as serpents do, youknow.”",220
463,"“I don’t believe it,” said the Pigeon; “but if they do, why thenthey’re a kind of serpent, that’s all I can say.”",221
464,"This was such a new idea to Alice, that she was quite silent for aminute or two, which gave the Pigeon the opportunity of adding, “You’relooking for eggs, I know _that_ well enough; and what does it matter tome whether you’re a little girl or a serpent?”",222
465,"“It matters a good deal to _me_,” said Alice hastily; “but I’m notlooking for eggs, as it happens; and if I was, I shouldn’t want_yours_: I don’t like them raw.”",223
466,"“Well, be off, then!” said the Pigeon in a sulky tone, as it settleddown again into its nest.",224
467,"Alice crouched down among the trees as wellas she could, for her neck kept getting entangled among the branches,and every now and then she had to stop and untwist it.",224
468,"After a whileshe remembered that she still held the pieces of mushroom in her hands,and she set to work very carefully, nibbling first at one and then atthe other, and growing sometimes taller and sometimes shorter, untilshe had succeeded in bringing herself down to her usual height.",224
469,"It was so long since she had been anything near the right size, that itfelt quite strange at first; but she got used to it in a few minutes,and began talking to herself, as usual.",225
470,"“Come, there’s half my plandone now!",225
471,How puzzling all these changes are!,225
472,"I’m never sure what I’mgoing to be, from one minute to another!",225
473,"However, I’ve got back to myright size: the next thing is, to get into that beautiful garden—how_is_ that to be done, I wonder?” As she said this, she came suddenlyupon an open place, with a little house in it about four feet high.",225
474,"“Whoever lives there,” thought Alice, “it’ll never do to come upon them_this_ size: why, I should frighten them out of their wits!” So shebegan nibbling at the righthand bit again, and did not venture to gonear the house till she had brought herself down to nine inches high.",225
475,CHAPTER VI.,227
476,Pig and Pepper,227
477,"For a minute or two she stood looking at the house, and wondering whatto do next, when suddenly a footman in livery came running out of thewood—(she considered him to be a footman because he was in livery:otherwise, judging by his face only, she would have called him afish)—and rapped loudly at the door with his knuckles.",228
478,"It was opened byanother footman in livery, with a round face, and large eyes like afrog; and both footmen, Alice noticed, had powdered hair that curledall over their heads.",228
479,"She felt very curious to know what it was allabout, and crept a little way out of the wood to listen.",228
480,"The Fish-Footman began by producing from under his arm a great letter,nearly as large as himself, and this he handed over to the other,saying, in a solemn tone, “For the Duchess.",229
481,"An invitation from theQueen to play croquet.” The Frog-Footman repeated, in the same solemntone, only changing the order of the words a little, “From the Queen.",229
482,An invitation for the Duchess to play croquet.”,229
483,"Then they both bowed low, and their curls got entangled together.",230
484,"Alice laughed so much at this, that she had to run back into the woodfor fear of their hearing her; and when she next peeped out theFish-Footman was gone, and the other was sitting on the ground near thedoor, staring stupidly up into the sky.",231
485,"Alice went timidly up to the door, and knocked.",232
486,"“There’s no sort of use in knocking,” said the Footman, “and that fortwo reasons.",233
487,"First, because I’m on the same side of the door as youare; secondly, because they’re making such a noise inside, no one couldpossibly hear you.” And certainly there _was_ a most extraordinarynoise going on within—a constant howling and sneezing, and every nowand then a great crash, as if a dish or kettle had been broken topieces.",233
488,"“Please, then,” said Alice, “how am I to get in?”",234
489,"“There might be some sense in your knocking,” the Footman went onwithout attending to her, “if we had the door between us.",235
490,"For instance,if you were _inside_, you might knock, and I could let you out, youknow.” He was looking up into the sky all the time he was speaking, andthis Alice thought decidedly uncivil.",235
491,"“But perhaps he can’t help it,”she said to herself; “his eyes are so _very_ nearly at the top of hishead.",235
492,"But at any rate he might answer questions.—How am I to get in?”she repeated, aloud.",235
493,"“I shall sit here,” the Footman remarked, “till tomorrow—”",236
494,"At this moment the door of the house opened, and a large plate cameskimming out, straight at the Footman’s head: it just grazed his nose,and broke to pieces against one of the trees behind him.",237
495,"“—or next day, maybe,” the Footman continued in the same tone, exactlyas if nothing had happened.",238
496,"“How am I to get in?” asked Alice again, in a louder tone.",239
497,“_Are_ you to get in at all?” said the Footman.,240
498,"“That’s the firstquestion, you know.”",240
499,"It was, no doubt: only Alice did not like to be told so.",241
500,"“It’s reallydreadful,” she muttered to herself, “the way all the creatures argue.",241
501,It’s enough to drive one crazy!”,241
502,"The Footman seemed to think this a good opportunity for repeating hisremark, with variations.",242
503,"“I shall sit here,” he said, “on and off, fordays and days.”",242
504,“But what am _I_ to do?” said Alice.,243
505,"“Anything you like,” said the Footman, and began whistling.",244
506,"“Oh, there’s no use in talking to him,” said Alice desperately: “he’sperfectly idiotic!” And she opened the door and went in.",245
507,"The door led right into a large kitchen, which was full of smoke fromone end to the other: the Duchess was sitting on a three-legged stoolin the middle, nursing a baby; the cook was leaning over the fire,stirring a large cauldron which seemed to be full of soup.",246
508,"“There’s certainly too much pepper in that soup!” Alice said toherself, as well as she could for sneezing.",247
509,There was certainly too much of it in the air.,248
510,"Even the Duchess sneezedoccasionally; and as for the baby, it was sneezing and howlingalternately without a moment’s pause.",248
511,"The only things in the kitchenthat did not sneeze, were the cook, and a large cat which was sittingon the hearth and grinning from ear to ear.",248
512,"“Please would you tell me,” said Alice, a little timidly, for she wasnot quite sure whether it was good manners for her to speak first, “whyyour cat grins like that?”",249
513,"“It’s a Cheshire cat,” said the Duchess, “and that’s why.",250
514,Pig!”,250
515,"She said the last word with such sudden violence that Alice quitejumped; but she saw in another moment that it was addressed to thebaby, and not to her, so she took courage, and went on again:—",251
516,"“I didn’t know that Cheshire cats always grinned; in fact, I didn’tknow that cats _could_ grin.”",252
517,"“They all can,” said the Duchess; “and most of ’em do.”",253
518,"“I don’t know of any that do,” Alice said very politely, feeling quitepleased to have got into a conversation.",254
519,"“You don’t know much,” said the Duchess; “and that’s a fact.”",255
520,"Alice did not at all like the tone of this remark, and thought it wouldbe as well to introduce some other subject of conversation.",256
521,"While shewas trying to fix on one, the cook took the cauldron of soup off thefire, and at once set to work throwing everything within her reach atthe Duchess and the baby—the fire-irons came first; then followed ashower of saucepans, plates, and dishes.",256
522,"The Duchess took no notice ofthem even when they hit her; and the baby was howling so much already,that it was quite impossible to say whether the blows hurt it or not.",256
523,"“Oh, _please_ mind what you’re doing!” cried Alice, jumping up and downin an agony of terror.",257
524,"“Oh, there goes his _precious_ nose!” as anunusually large saucepan flew close by it, and very nearly carried itoff.",257
525,"“If everybody minded their own business,” the Duchess said in a hoarsegrowl, “the world would go round a deal faster than it does.”",258
526,"“Which would _not_ be an advantage,” said Alice, who felt very glad toget an opportunity of showing off a little of her knowledge.",259
527,“Justthink of what work it would make with the day and night!,259
528,You see theearth takes twenty-four hours to turn round on its axis—”,259
529,"“Talking of axes,” said the Duchess, “chop off her head!”",260
530,"Alice glanced rather anxiously at the cook, to see if she meant to takethe hint; but the cook was busily stirring the soup, and seemed not tobe listening, so she went on again: “Twenty-four hours, I _think_; oris it twelve?",261
531,I—”,261
532,"“Oh, don’t bother _me_,” said the Duchess; “I never could abidefigures!” And with that she began nursing her child again, singing asort of lullaby to it as she did so, and giving it a violent shake atthe end of every line:",262
533,"“Speak roughly to your little boy,    And beat him when he sneezes:He only does it to annoy,    Because he knows it teases.”",263
534,CHORUS.,264
535,(In which the cook and the baby joined):,264
536,“Wow!,265
537,wow!,265
538,wow!”,265
539,"While the Duchess sang the second verse of the song, she kept tossingthe baby violently up and down, and the poor little thing howled so,that Alice could hardly hear the words:—",266
540,"“I speak severely to my boy,    I beat him when he sneezes;For he can thoroughly enjoy    The pepper when he pleases!”",267
541,CHORUS.,268
542,“Wow!,269
543,wow!,269
544,wow!”,269
545,“Here!,270
546,"you may nurse it a bit, if you like!” the Duchess said to Alice,flinging the baby at her as she spoke.",270
547,"“I must go and get ready to playcroquet with the Queen,” and she hurried out of the room.",270
548,"The cookthrew a frying-pan after her as she went out, but it just missed her.",270
549,"Alice caught the baby with some difficulty, as it was a queer-shapedlittle creature, and held out its arms and legs in all directions,“just like a star-fish,” thought Alice.",271
550,"The poor little thing wassnorting like a steam-engine when she caught it, and kept doublingitself up and straightening itself out again, so that altogether, forthe first minute or two, it was as much as she could do to hold it.",271
551,"As soon as she had made out the proper way of nursing it, (which was totwist it up into a sort of knot, and then keep tight hold of its rightear and left foot, so as to prevent its undoing itself,) she carried itout into the open air.",272
552,"“If I don’t take this child away with me,”thought Alice, “they’re sure to kill it in a day or two: wouldn’t it bemurder to leave it behind?” She said the last words out loud, and thelittle thing grunted in reply (it had left off sneezing by this time).",272
553,"“Don’t grunt,” said Alice; “that’s not at all a proper way ofexpressing yourself.”",272
554,"The baby grunted again, and Alice looked very anxiously into its faceto see what was the matter with it.",273
555,"There could be no doubt that it hada _very_ turn-up nose, much more like a snout than a real nose; alsoits eyes were getting extremely small for a baby: altogether Alice didnot like the look of the thing at all.",273
556,"“But perhaps it was onlysobbing,” she thought, and looked into its eyes again, to see if therewere any tears.",273
557,"No, there were no tears.",274
558,"“If you’re going to turn into a pig, my dear,”said Alice, seriously, “I’ll have nothing more to do with you.",274
559,"Mindnow!” The poor little thing sobbed again (or grunted, it was impossibleto say which), and they went on for some while in silence.",274
560,"Alice was just beginning to think to herself, “Now, what am I to dowith this creature when I get it home?” when it grunted again, soviolently, that she looked down into its face in some alarm.",275
561,"This timethere could be _no_ mistake about it: it was neither more nor less thana pig, and she felt that it would be quite absurd for her to carry itfurther.",275
562,"So she set the little creature down, and felt quite relieved to see ittrot away quietly into the wood.",276
563,"“If it had grown up,” she said toherself, “it would have made a dreadfully ugly child: but it makesrather a handsome pig, I think.” And she began thinking over otherchildren she knew, who might do very well as pigs, and was just sayingto herself, “if one only knew the right way to change them—” when shewas a little startled by seeing the Cheshire Cat sitting on a bough ofa tree a few yards off.",276
564,The Cat only grinned when it saw Alice.,277
565,"It looked good-natured, shethought: still it had _very_ long claws and a great many teeth, so shefelt that it ought to be treated with respect.",277
566,"“Cheshire Puss,” she began, rather timidly, as she did not at all knowwhether it would like the name: however, it only grinned a littlewider.",278
567,"“Come, it’s pleased so far,” thought Alice, and she went on.",278
568,"“Would you tell me, please, which way I ought to go from here?”",278
569,"“That depends a good deal on where you want to get to,” said the Cat.",279
570,“I don’t much care where—” said Alice.,280
571,"“Then it doesn’t matter which way you go,” said the Cat.",281
572,"“—so long as I get _somewhere_,” Alice added as an explanation.",282
573,"“Oh, you’re sure to do that,” said the Cat, “if you only walk longenough.”",283
574,"Alice felt that this could not be denied, so she tried anotherquestion.",284
575,“What sort of people live about here?”,284
576,"“In _that_ direction,” the Cat said, waving its right paw round, “livesa Hatter: and in _that_ direction,” waving the other paw, “lives aMarch Hare.",285
577,Visit either you like: they’re both mad.”,285
578,"“But I don’t want to go among mad people,” Alice remarked.",286
579,"“Oh, you can’t help that,” said the Cat: “we’re all mad here.",287
580,I’m mad.,287
581,You’re mad.”,287
582,“How do you know I’m mad?” said Alice.,288
583,"“You must be,” said the Cat, “or you wouldn’t have come here.”",289
584,"Alice didn’t think that proved it at all; however, she went on “And howdo you know that you’re mad?”",290
585,"“To begin with,” said the Cat, “a dog’s not mad.",291
586,You grant that?”,291
587,"“I suppose so,” said Alice.",292
588,"“Well, then,” the Cat went on, “you see, a dog growls when it’s angry,and wags its tail when it’s pleased.",293
589,"Now _I_ growl when I’m pleased,and wag my tail when I’m angry.",293
590,Therefore I’m mad.”,293
591,"“_I_ call it purring, not growling,” said Alice.",294
592,"“Call it what you like,” said the Cat.",295
593,“Do you play croquet with theQueen to-day?”,295
594,"“I should like it very much,” said Alice, “but I haven’t been invitedyet.”",296
595,"“You’ll see me there,” said the Cat, and vanished.",297
596,"Alice was not much surprised at this, she was getting so used to queerthings happening.",298
