,sentences,paragraph
1930,"It was encircled by huge old willows and tall firs, beneath which flourished flowers that loved the shade.",566
1931,"Prim, right-angled paths neatly bordered with clamshells, intersected it like moist red ribbons and in the beds between old-fashioned flowers ran riot.",566
1932,"There were rosy bleeding-hearts and great splendid crimson peonies; white, fragrant narcissi and thorny, sweet Scotch roses; pink and blue and white columbines and lilac-tinted Bouncing Bets; clumps of southernwood and ribbon grass and mint; purple Adam-and-Eve, daffodils, and masses of sweet clover white with its delicate, fragrant, feathery sprays; scarlet lightning that shot its fiery lances over prim white musk-flowers; a garden it was where sunshine lingered and bees hummed, and winds, beguiled into loitering, purred and rustled.",566
1933,"“Oh, Diana,” said Anne at last, clasping her hands and speaking almost in a whisper, “oh, do you think you can like me a little--enough to be my bosom friend?”",567
1934,Diana laughed.,568
1935,Diana always laughed before she spoke.,568
1936,"“Why, I guess so,” she said frankly.",569
1937,“I’m awfully glad you’ve come to live at Green Gables.,569
1938,It will be jolly to have somebody to play with.,569
1939,"There isn’t any other girl who lives near enough to play with, and I’ve no sisters big enough.”",569
1940,“Will you swear to be my friend forever and ever?” demanded Anne eagerly.,570
1941,Diana looked shocked.,571
1942,"“Why it’s dreadfully wicked to swear,” she said rebukingly.",572
1943,"“Oh no, not my kind of swearing.",573
1944,"There are two kinds, you know.”",573
1945,"“I never heard of but one kind,” said Diana doubtfully.",574
1946,“There really is another.,575
1947,"Oh, it isn’t wicked at all.",575
1948,It just means vowing and promising solemnly.”,575
1949,"“Well, I don’t mind doing that,” agreed Diana, relieved.",576
1950,“How do you do it?”,576
1951,"“We must join hands--so,” said Anne gravely.",577
1952,“It ought to be over running water.,577
1953,We’ll just imagine this path is running water.,577
1954,I’ll repeat the oath first.,577
1955,"I solemnly swear to be faithful to my bosom friend, Diana Barry, as long as the sun and moon shall endure.",577
1956,Now you say it and put my name in.”,577
1957,Diana repeated the “oath” with a laugh fore and aft.,578
1958,Then she said:,578
1959,"“You’re a queer girl, Anne.",579
1960,I heard before that you were queer.,579
1961,But I believe I’m going to like you real well.”,579
1962,When Marilla and Anne went home Diana went with them as far as the log bridge.,580
1963,The two little girls walked with their arms about each other.,580
1964,At the brook they parted with many promises to spend the next afternoon together.,580
1965,"“Well, did you find Diana a kindred spirit?” asked Marilla as they went up through the garden of Green Gables.",581
1966,"“Oh yes,” sighed Anne, blissfully unconscious of any sarcasm on Marilla’s part.",582
1967,"“Oh Marilla, I’m the happiest girl on Prince Edward Island this very moment.",582
1968,I assure you I’ll say my prayers with a right good-will tonight.,582
1969,Diana and I are going to build a playhouse in Mr. William Bell’s birch grove tomorrow.,582
1970,Can I have those broken pieces of china that are out in the woodshed?,582
1971,Diana’s birthday is in February and mine is in March.,582
1972,Don’t you think that is a very strange coincidence?,582
1973,Diana is going to lend me a book to read.,582
1974,She says it’s perfectly splendid and tremendously exciting.,582
1975,She’s going to show me a place back in the woods where rice lilies grow.,582
1976,Don’t you think Diana has got very soulful eyes?,582
1977,I wish I had soulful eyes.,582
1978,"Diana is going to teach me to sing a song called ‘Nelly in the Hazel Dell.’ She’s going to give me a picture to put up in my room; it’s a perfectly beautiful picture, she says--a lovely lady in a pale blue silk dress.",582
1979,A sewing-machine agent gave it to her.,582
1980,I wish I had something to give Diana.,582
1981,"I’m an inch taller than Diana, but she is ever so much fatter; she says she’d like to be thin because it’s so much more graceful, but I’m afraid she only said it to soothe my feelings.",582
1982,We’re going to the shore some day to gather shells.,582
1983,We have agreed to call the spring down by the log bridge the Dryad’s Bubble.,582
1984,Isn’t that a perfectly elegant name?,582
1985,I read a story once about a spring called that.,582
1986,"A dryad is sort of a grown-up fairy, I think.”",582
1987,"“Well, all I hope is you won’t talk Diana to death,” said Marilla.",583
1988,"“But remember this in all your planning, Anne.",583
1989,You’re not going to play all the time nor most of it.,583
1990,You’ll have your work to do and it’ll have to be done first.”,583
1991,"Anne’s cup of happiness was full, and Matthew caused it to overflow.",584
1992,"He had just got home from a trip to the store at Carmody, and he sheepishly produced a small parcel from his pocket and handed it to Anne, with a deprecatory look at Marilla.",584
1993,"“I heard you say you liked chocolate sweeties, so I got you some,” he said.",585
1994,"“Humph,” sniffed Marilla.",586
1995,“It’ll ruin her teeth and stomach.,586
1996,"There, there, child, don’t look so dismal.",586
1997,"You can eat those, since Matthew has gone and got them.",586
1998,He’d better have brought you peppermints.,586
1999,They’re wholesomer.,586
2000,Don’t sicken yourself eating all them at once now.”,586
2001,"“Oh, no, indeed, I won’t,” said Anne eagerly.",587
2002,"“I’ll just eat one tonight, Marilla.",587
2003,"And I can give Diana half of them, can’t I?",587
2004,The other half will taste twice as sweet to me if I give some to her.,587
2005,It’s delightful to think I have something to give her.”,587
2006,"“I will say it for the child,” said Marilla when Anne had gone to her gable, “she isn’t stingy.",588
2007,"I’m glad, for of all faults I detest stinginess in a child.",588
2008,"Dear me, it’s only three weeks since she came, and it seems as if she’d been here always.",588
2009,I can’t imagine the place without her.,588
2010,"Now, don’t be looking I told-you-so, Matthew.",588
2011,"That’s bad enough in a woman, but it isn’t to be endured in a man.",588
2012,"I’m perfectly willing to own up that I’m glad I consented to keep the child and that I’m getting fond of her, but don’t you rub it in, Matthew Cuthbert.”",588
2013, CHAPTER XIII.,590
2014,The Delights of Anticipation,590
2015," IT’S time Anne was in to do her sewing,” said Marilla, glancing at the clock and then out into the yellow August afternoon where everything drowsed in the heat.",591
2016,"“She stayed playing with Diana more than half an hour more ‘n I gave her leave to; and now she’s perched out there on the woodpile talking to Matthew, nineteen to the dozen, when she knows perfectly well she ought to be at her work.",591
2017,And of course he’s listening to her like a perfect ninny.,591
2018,I never saw such an infatuated man.,591
2019,"The more she talks and the odder the things she says, the more he’s delighted evidently.",591
2020,"Anne Shirley, you come right in here this minute, do you hear me!”",591
2021,"A series of staccato taps on the west window brought Anne flying in from the yard, eyes shining, cheeks faintly flushed with pink, unbraided hair streaming behind her in a torrent of brightness.",592
2022,"“Oh, Marilla,” she exclaimed breathlessly, “there’s going to be a Sunday-school picnic next week--in Mr. Harmon Andrews’s field, right near the lake of Shining Waters.",593
2023,And Mrs.,593
2024,"Superintendent Bell and Mrs. Rachel Lynde are going to make ice cream--think of it, Marilla--_ice cream!_ And, oh, Marilla, can I go to it?”",593
2025,"“Just look at the clock, if you please, Anne.",594
2026,What time did I tell you to come in?”,594
2027,"“Two o’clock--but isn’t it splendid about the picnic, Marilla?",595
2028,Please can I go?,595
2029,"Oh, I’ve never been to a picnic--I’ve dreamed of picnics, but I’ve never--”",595
2030,"“Yes, I told you to come at two o’clock.",596
2031,And it’s a quarter to three.,596
2032,"I’d like to know why you didn’t obey me, Anne.”",596
2033,"“Why, I meant to, Marilla, as much as could be.",597
2034,But you have no idea how fascinating Idlewild is.,597
2035,"And then, of course, I had to tell Matthew about the picnic.",597
2036,Matthew is such a sympathetic listener.,597
2037,Please can I go?”,597
2038,“You’ll have to learn to resist the fascination of Idle-whatever-you-call-it.,598
2039,When I tell you to come in at a certain time I mean that time and not half an hour later.,598
2040,"And you needn’t stop to discourse with sympathetic listeners on your way, either.",598
2041,"As for the picnic, of course you can go.",598
2042,"You’re a Sunday-school scholar, and it’s not likely I’d refuse to let you go when all the other little girls are going.”",598
2043,"“But--but,” faltered Anne, “Diana says that everybody must take a basket of things to eat.",599
2044,"I can’t cook, as you know, Marilla, and--and--I don’t mind going to a picnic without puffed sleeves so much, but I’d feel terribly humiliated if I had to go without a basket.",599
2045,It’s been preying on my mind ever since Diana told me.”,599
2046,"“Well, it needn’t prey any longer.",600
2047,I’ll bake you a basket.”,600
2048,"“Oh, you dear good Marilla.",601
2049,"Oh, you are so kind to me.",601
2050,"Oh, I’m so much obliged to you.”",601
2051,Getting through with her “ohs” Anne cast herself into Marilla’s arms and rapturously kissed her sallow cheek.,602
2052,It was the first time in her whole life that childish lips had voluntarily touched Marilla’s face.,602
2053,Again that sudden sensation of startling sweetness thrilled her.,602
2054,"She was secretly vastly pleased at Anne’s impulsive caress, which was probably the reason why she said brusquely:",602
2055,"“There, there, never mind your kissing nonsense.",603
2056,I’d sooner see you doing strictly as you’re told.,603
2057,"As for cooking, I mean to begin giving you lessons in that some of these days.",603
2058,"But you’re so featherbrained, Anne, I’ve been waiting to see if you’d sober down a little and learn to be steady before I begin.",603
2059,You’ve got to keep your wits about you in cooking and not stop in the middle of things to let your thoughts rove all over creation.,603
2060,"Now, get out your patchwork and have your square done before teatime.”",603
2061,"“I do _not_ like patchwork,” said Anne dolefully, hunting out her workbasket and sitting down before a little heap of red and white diamonds with a sigh.",604
2062,“I think some kinds of sewing would be nice; but there’s no scope for imagination in patchwork.,604
2063,It’s just one little seam after another and you never seem to be getting anywhere.,604
2064,But of course I’d rather be Anne of Green Gables sewing patchwork than Anne of any other place with nothing to do but play.,604
2065,"I wish time went as quick sewing patches as it does when I’m playing with Diana, though.",604
2066,"Oh, we do have such elegant times, Marilla.",604
2067,"I have to furnish most of the imagination, but I’m well able to do that.",604
2068,Diana is simply perfect in every other way.,604
2069,You know that little piece of land across the brook that runs up between our farm and Mr. Barry’s.,604
2070,"It belongs to Mr. William Bell, and right in the corner there is a little ring of white birch trees--the most romantic spot, Marilla.",604
2071,Diana and I have our playhouse there.,604
2072,We call it Idlewild.,604
2073,Isn’t that a poetical name?,604
2074,I assure you it took me some time to think it out.,604
2075,I stayed awake nearly a whole night before I invented it.,604
2076,"Then, just as I was dropping off to sleep, it came like an inspiration.",604
2077,Diana was _enraptured_ when she heard it.,604
2078,We have got our house fixed up elegantly.,604
2079,"You must come and see it, Marilla--won’t you?",604
2080,"We have great big stones, all covered with moss, for seats, and boards from tree to tree for shelves.",604
2081,And we have all our dishes on them.,604
2082,"Of course, they’re all broken but it’s the easiest thing in the world to imagine that they are whole.",604
2083,There’s a piece of a plate with a spray of red and yellow ivy on it that is especially beautiful.,604
2084,"We keep it in the parlor and we have the fairy glass there, too.",604
2085,The fairy glass is as lovely as a dream.,604
2086,Diana found it out in the woods behind their chicken house.,604
2087,It’s all full of rainbows--just little young rainbows that haven’t grown big yet--and Diana’s mother told her it was broken off a hanging lamp they once had.,604
2088,"But it’s nice to imagine the fairies lost it one night when they had a ball, so we call it the fairy glass.",604
2089,Matthew is going to make us a table.,604
2090,"Oh, we have named that little round pool over in Mr. Barry’s field Willowmere.",604
2091,I got that name out of the book Diana lent me.,604
2092,"That was a thrilling book, Marilla.",604
2093,The heroine had five lovers.,604
2094,"I’d be satisfied with one, wouldn’t you?",604
2095,She was very handsome and she went through great tribulations.,604
2096,She could faint as easy as anything.,604
2097,"I’d love to be able to faint, wouldn’t you, Marilla?",604
2098,It’s so romantic.,604
2099,But I’m really very healthy for all I’m so thin.,604
2100,"I believe I’m getting fatter, though.",604
2101,Don’t you think I am?,604
2102,I look at my elbows every morning when I get up to see if any dimples are coming.,604
2103,Diana is having a new dress made with elbow sleeves.,604
2104,She is going to wear it to the picnic.,604
2105,"Oh, I do hope it will be fine next Wednesday.",604
2106,I don’t feel that I could endure the disappointment if anything happened to prevent me from getting to the picnic.,604
2107,"I suppose I’d live through it, but I’m certain it would be a lifelong sorrow.",604
2108,It wouldn’t matter if I got to a hundred picnics in after years; they wouldn’t make up for missing this one.,604
2109,"They’re going to have boats on the Lake of Shining Waters--and ice cream, as I told you.",604
2110,I have never tasted ice cream.,604
2111,"Diana tried to explain what it was like, but I guess ice cream is one of those things that are beyond imagination.”",604
2112,"“Anne, you have talked even on for ten minutes by the clock,” said Marilla.",605
2113,"“Now, just for curiosity’s sake, see if you can hold your tongue for the same length of time.”",605
2114,Anne held her tongue as desired.,606
2115,But for the rest of the week she talked picnic and thought picnic and dreamed picnic.,606
2116,On Saturday it rained and she worked herself up into such a frantic state lest it should keep on raining until and over Wednesday that Marilla made her sew an extra patchwork square by way of steadying her nerves.,606
2117,On Sunday Anne confided to Marilla on the way home from church that she grew actually cold all over with excitement when the minister announced the picnic from the pulpit.,607
2118,"“Such a thrill as went up and down my back, Marilla!",608
2119,I don’t think I’d ever really believed until then that there was honestly going to be a picnic.,608
2120,I couldn’t help fearing I’d only imagined it.,608
2121,But when a minister says a thing in the pulpit you just have to believe it.”,608
2122,"“You set your heart too much on things, Anne,” said Marilla, with a sigh.",609
2123,“I’m afraid there’ll be a great many disappointments in store for you through life.”,609
2124,"“Oh, Marilla, looking forward to things is half the pleasure of them,”  exclaimed Anne.",610
2125,“You mayn’t get the things themselves; but nothing can prevent you from having the fun of looking forward to them.,610
2126,"Mrs. Lynde says, ‘Blessed are they who expect nothing for they shall not be disappointed.’ But I think it would be worse to expect nothing than to be disappointed.”",610
2127,Marilla wore her amethyst brooch to church that day as usual.,611
2128,Marilla always wore her amethyst brooch to church.,611
2129,She would have thought it rather sacrilegious to leave it off--as bad as forgetting her Bible or her collection dime.,611
2130,That amethyst brooch was Marilla’s most treasured possession.,611
2131,A seafaring uncle had given it to her mother who in turn had bequeathed it to Marilla.,611
2132,"It was an old-fashioned oval, containing a braid of her mother’s hair, surrounded by a border of very fine amethysts.",611
2133,"Marilla knew too little about precious stones to realize how fine the amethysts actually were; but she thought them very beautiful and was always pleasantly conscious of their violet shimmer at her throat, above her good brown satin dress, even although she could not see it.",611
2134,Anne had been smitten with delighted admiration when she first saw that brooch.,612
2135,"“Oh, Marilla, it’s a perfectly elegant brooch.",613
2136,I don’t know how you can pay attention to the sermon or the prayers when you have it on.,613
2137,"I couldn’t, I know.",613
2138,I think amethysts are just sweet.,613
2139,They are what I used to think diamonds were like.,613
2140,"Long ago, before I had ever seen a diamond, I read about them and I tried to imagine what they would be like.",613
2141,I thought they would be lovely glimmering purple stones.,613
2142,When I saw a real diamond in a lady’s ring one day I was so disappointed I cried.,613
2143,"Of course, it was very lovely but it wasn’t my idea of a diamond.",613
2144,"Will you let me hold the brooch for one minute, Marilla?",613
2145,Do you think amethysts can be the souls of good violets?”,613
2146, CHAPTER XIV.,615
2147,Anne’s Confession,615
2148, ON the Monday evening before the picnic Marilla came down from her room with a troubled face.,616
2149,"“Anne,” she said to that small personage, who was shelling peas by the spotless table and singing, “Nelly of the Hazel Dell” with a vigor and expression that did credit to Diana’s teaching, “did you see anything of my amethyst brooch?",617
2150,"I thought I stuck it in my pincushion when I came home from church yesterday evening, but I can’t find it anywhere.”",617
2151,"“I--I saw it this afternoon when you were away at the Aid Society,” said Anne, a little slowly.",618
2152,"“I was passing your door when I saw it on the cushion, so I went in to look at it.”",618
2153,“Did you touch it?” said Marilla sternly.,619
2154,"“Y-e-e-s,” admitted Anne, “I took it up and I pinned it on my breast just to see how it would look.”",620
2155,“You had no business to do anything of the sort.,621
2156,It’s very wrong in a little girl to meddle.,621
2157,You shouldn’t have gone into my room in the first place and you shouldn’t have touched a brooch that didn’t belong to you in the second.,621
2158,Where did you put it?”,621
2159,"“Oh, I put it back on the bureau.",622
2160,I hadn’t it on a minute.,622
2161,"Truly, I didn’t mean to meddle, Marilla.",622
2162,I didn’t think about its being wrong to go in and try on the brooch; but I see now that it was and I’ll never do it again.,622
2163,That’s one good thing about me.,622
2164,I never do the same naughty thing twice.”,622
2165,"“You didn’t put it back,” said Marilla.",623
2166,“That brooch isn’t anywhere on the bureau.,623
2167,"You’ve taken it out or something, Anne.”",623
2168,"“I did put it back,” said Anne quickly--pertly, Marilla thought.",624
2169,“I don’t just remember whether I stuck it on the pincushion or laid it in the china tray.,624
2170,But I’m perfectly certain I put it back.”,624
2171,"“I’ll go and have another look,” said Marilla, determining to be just.",625
2172,“If you put that brooch back it’s there still.,625
2173,"If it isn’t I’ll know you didn’t, that’s all!”",625
2174,"Marilla went to her room and made a thorough search, not only over the bureau but in every other place she thought the brooch might possibly be.",626
2175,It was not to be found and she returned to the kitchen.,626
2176,"“Anne, the brooch is gone.",627
2177,By your own admission you were the last person to handle it.,627
2178,"Now, what have you done with it?",627
2179,Tell me the truth at once.,627
2180,Did you take it out and lose it?”,627
2181,"“No, I didn’t,” said Anne solemnly, meeting Marilla’s angry gaze squarely.",628
2182,"“I never took the brooch out of your room and that is the truth, if I was to be led to the block for it--although I’m not very certain what a block is.",628
2183,"So there, Marilla.”",628
2184,"Anne’s “so there” was only intended to emphasize her assertion, but Marilla took it as a display of defiance.",629
2185,"“I believe you are telling me a falsehood, Anne,” she said sharply.",630
2186,“I know you are.,630
2187,"There now, don’t say anything more unless you are prepared to tell the whole truth.",630
2188,Go to your room and stay there until you are ready to confess.”,630
2189,“Will I take the peas with me?” said Anne meekly.,631
2190,"“No, I’ll finish shelling them myself.",632
2191,Do as I bid you.”,632
2192,When Anne had gone Marilla went about her evening tasks in a very disturbed state of mind.,633
2193,She was worried about her valuable brooch.,633
2194,What if Anne had lost it?,633
2195,"And how wicked of the child to deny having taken it, when anybody could see she must have!",633
2196,"With such an innocent face, too!",633
2197,"“I don’t know what I wouldn’t sooner have had happen,” thought Marilla, as she nervously shelled the peas.",634
2198,"“Of course, I don’t suppose she meant to steal it or anything like that.",634
2199,She’s just taken it to play with or help along that imagination of hers.,634
2200,"She must have taken it, that’s clear, for there hasn’t been a soul in that room since she was in it, by her own story, until I went up tonight.",634
2201,"And the brooch is gone, there’s nothing surer.",634
2202,I suppose she has lost it and is afraid to own up for fear she’ll be punished.,634
2203,It’s a dreadful thing to think she tells falsehoods.,634
2204,It’s a far worse thing than her fit of temper.,634
2205,It’s a fearful responsibility to have a child in your house you can’t trust.,634
2206,Slyness and untruthfulness--that’s what she has displayed.,634
2207,I declare I feel worse about that than about the brooch.,634
2208,If she’d only have told the truth about it I wouldn’t mind so much.”,634
2209,"Marilla went to her room at intervals all through the evening and searched for the brooch, without finding it.",635
2210,A bedtime visit to the east gable produced no result.,635
2211,Anne persisted in denying that she knew anything about the brooch but Marilla was only the more firmly convinced that she did.,635
2212,She told Matthew the story the next morning.,636
2213,Matthew was confounded and puzzled; he could not so quickly lose faith in Anne but he had to admit that circumstances were against her.,636
2214,“You’re sure it hasn’t fell down behind the bureau?” was the only suggestion he could offer.,637
2215,“I’ve moved the bureau and I’ve taken out the drawers and I’ve looked in every crack and cranny” was Marilla’s positive answer.,638
2216,“The brooch is gone and that child has taken it and lied about it.,638
2217,"That’s the plain, ugly truth, Matthew Cuthbert, and we might as well look it in the face.”",638
2218,"“Well now, what are you going to do about it?” Matthew asked forlornly, feeling secretly thankful that Marilla and not he had to deal with the situation.",639
2219,He felt no desire to put his oar in this time.,639
2220,"“She’ll stay in her room until she confesses,” said Marilla grimly, remembering the success of this method in the former case.",640
2221,“Then we’ll see.,640
2222,"Perhaps we’ll be able to find the brooch if she’ll only tell where she took it; but in any case she’ll have to be severely punished, Matthew.”",640
2223,"“Well now, you’ll have to punish her,” said Matthew, reaching for his hat.",641
2224,"“I’ve nothing to do with it, remember.",641
2225,You warned me off yourself.”,641
2226,Marilla felt deserted by everyone.,642
2227,She could not even go to Mrs. Lynde for advice.,642
2228,She went up to the east gable with a very serious face and left it with a face more serious still.,642
2229,Anne steadfastly refused to confess.,642
2230,She persisted in asserting that she had not taken the brooch.,642
2231,The child had evidently been crying and Marilla felt a pang of pity which she sternly repressed.,642
2232,"By night she was, as she expressed it, “beat out.”",642
2233,"“You’ll stay in this room until you confess, Anne.",643
2234,"You can make up your mind to that,” she said firmly.",643
2235,"“But the picnic is tomorrow, Marilla,” cried Anne.",644
2236,"“You won’t keep me from going to that, will you?",644
2237,"You’ll just let me out for the afternoon, won’t you?",644
2238,Then I’ll stay here as long as you like _afterwards_ cheerfully.,644
2239,But I _must_ go to the picnic.”,644
2240,"“You’ll not go to picnics nor anywhere else until you’ve confessed, Anne.”",645
2241,"“Oh, Marilla,” gasped Anne.",646
2242,But Marilla had gone out and shut the door.,647
2243,Wednesday morning dawned as bright and fair as if expressly made to order for the picnic.,648
2244,"Birds sang around Green Gables; the Madonna lilies in the garden sent out whiffs of perfume that entered in on viewless winds at every door and window, and wandered through halls and rooms like spirits of benediction.",648
2245,The birches in the hollow waved joyful hands as if watching for Anne’s usual morning greeting from the east gable.,648
2246,But Anne was not at her window.,648
2247,"When Marilla took her breakfast up to her she found the child sitting primly on her bed, pale and resolute, with tight-shut lips and gleaming eyes.",648
2248,"“Marilla, I’m ready to confess.”",649
2249,“Ah!” Marilla laid down her tray.,650
2250,Once again her method had succeeded; but her success was very bitter to her.,650
2251,"“Let me hear what you have to say then, Anne.”",650
2252,"“I took the amethyst brooch,” said Anne, as if repeating a lesson she had learned.",651
2253,“I took it just as you said.,651
2254,I didn’t mean to take it when I went in.,651
2255,"But it did look so beautiful, Marilla, when I pinned it on my breast that I was overcome by an irresistible temptation.",651
2256,I imagined how perfectly thrilling it would be to take it to Idlewild and play I was the Lady Cordelia Fitzgerald.,651
2257,It would be so much easier to imagine I was the Lady Cordelia if I had a real amethyst brooch on.,651
2258,Diana and I make necklaces of roseberries but what are roseberries compared to amethysts?,651
2259,So I took the brooch.,651
2260,I thought I could put it back before you came home.,651
2261,I went all the way around by the road to lengthen out the time.,651
2262,When I was going over the bridge across the Lake of Shining Waters I took the brooch off to have another look at it.,651
2263,"Oh, how it did shine in the sunlight!",651
2264,"And then, when I was leaning over the bridge, it just slipped through my fingers--so--and went down--down--down, all purply-sparkling, and sank forevermore beneath the Lake of Shining Waters.",651
2265,"And that’s the best I can do at confessing, Marilla.”",651
2266,Marilla felt hot anger surge up into her heart again.,652
2267,This child had taken and lost her treasured amethyst brooch and now sat there calmly reciting the details thereof without the least apparent compunction or repentance.,652
2268,"“Anne, this is terrible,” she said, trying to speak calmly.",653
2269,“You are the very wickedest girl I ever heard of.”,653
2270,"“Yes, I suppose I am,” agreed Anne tranquilly.",654
2271,“And I know I’ll have to be punished.,654
2272,"It’ll be your duty to punish me, Marilla.",654
2273,Won’t you please get it over right off because I’d like to go to the picnic with nothing on my mind.”,654
2274,"“Picnic, indeed!",655
2275,"You’ll go to no picnic today, Anne Shirley.",655
2276,That shall be your punishment.,655
2277,And it isn’t half severe enough either for what you’ve done!”,655
2278,“Not go to the picnic!” Anne sprang to her feet and clutched Marilla’s hand.,656
2279,“But you _promised_ me I might!,656
2280,"Oh, Marilla, I must go to the picnic.",656
2281,That was why I confessed.,656
2282,Punish me any way you like but that.,656
2283,"Oh, Marilla, please, please, let me go to the picnic.",656
2284,Think of the ice cream!,656
2285,For anything you know I may never have a chance to taste ice cream again.”,656
2286,Marilla disengaged Anne’s clinging hands stonily.,657
2287,"“You needn’t plead, Anne.",658
2288,You are not going to the picnic and that’s final.,658
2289,"No, not a word.”",658
2290,Anne realized that Marilla was not to be moved.,659
2291,"She clasped her hands together, gave a piercing shriek, and then flung herself face downward on the bed, crying and writhing in an utter abandonment of disappointment and despair.",659
2292,"“For the land’s sake!” gasped Marilla, hastening from the room.",660
2293,“I believe the child is crazy.,660
2294,No child in her senses would behave as she does.,660
2295,If she isn’t she’s utterly bad.,660
2296,"Oh dear, I’m afraid Rachel was right from the first.",660
2297,But I’ve put my hand to the plow and I won’t look back.”,660
2298,That was a dismal morning.,661
2299,Marilla worked fiercely and scrubbed the porch floor and the dairy shelves when she could find nothing else to do.,661
2300,Neither the shelves nor the porch needed it--but Marilla did.,661
2301,Then she went out and raked the yard.,661
2302,When dinner was ready she went to the stairs and called Anne.,662
2303,"A tear-stained face appeared, looking tragically over the banisters.",662
2304,"“Come down to your dinner, Anne.”",663
2305,"“I don’t want any dinner, Marilla,” said Anne, sobbingly.",664
2306,“I couldn’t eat anything.,664
2307,My heart is broken.,664
2308,"You’ll feel remorse of conscience someday, I expect, for breaking it, Marilla, but I forgive you.",664
2309,Remember when the time comes that I forgive you.,664
2310,"But please don’t ask me to eat anything, especially boiled pork and greens.",664
2311,Boiled pork and greens are so unromantic when one is in affliction.”,664
2312,"Exasperated, Marilla returned to the kitchen and poured out her tale of woe to Matthew, who, between his sense of justice and his unlawful sympathy with Anne, was a miserable man.",665
2313,"“Well now, she shouldn’t have taken the brooch, Marilla, or told stories about it,” he admitted, mournfully surveying his plateful of unromantic pork and greens as if he, like Anne, thought it a food unsuited to crises of feeling, “but she’s such a little thing--such an interesting little thing.",666
2314,Don’t you think it’s pretty rough not to let her go to the picnic when she’s so set on it?”,666
2315,"“Matthew Cuthbert, I’m amazed at you.",667
2316,I think I’ve let her off entirely too easy.,667
2317,And she doesn’t appear to realize how wicked she’s been at all--that’s what worries me most.,667
2318,If she’d really felt sorry it wouldn’t be so bad.,667
2319,"And you don’t seem to realize it, neither; you’re making excuses for her all the time to yourself--I can see that.”",667
2320,"“Well now, she’s such a little thing,” feebly reiterated Matthew.",668
2321,"“And there should be allowances made, Marilla.",668
2322,You know she’s never had any bringing up.”,668
2323,"“Well, she’s having it now” retorted Marilla.",669
2324,The retort silenced Matthew if it did not convince him.,670
2325,That dinner was a very dismal meal.,670
2326,"The only cheerful thing about it was Jerry Buote, the hired boy, and Marilla resented his cheerfulness as a personal insult.",670
2327,When her dishes were washed and her bread sponge set and her hens fed Marilla remembered that she had noticed a small rent in her best black lace shawl when she had taken it off on Monday afternoon on returning from the Ladies’ Aid.,671
2328,She would go and mend it.,672
2329,The shawl was in a box in her trunk.,672
2330,"As Marilla lifted it out, the sunlight, falling through the vines that clustered thickly about the window, struck upon something caught in the shawl--something that glittered and sparkled in facets of violet light.",672
2331,Marilla snatched at it with a gasp.,672
2332,"It was the amethyst brooch, hanging to a thread of the lace by its catch!",672
2333,"“Dear life and heart,” said Marilla blankly, “what does this mean?",673
2334,Here’s my brooch safe and sound that I thought was at the bottom of Barry’s pond.,673
2335,Whatever did that girl mean by saying she took it and lost it?,673
2336,I declare I believe Green Gables is bewitched.,673
2337,I remember now that when I took off my shawl Monday afternoon I laid it on the bureau for a minute.,673
2338,I suppose the brooch got caught in it somehow.,673
2339,Well!”,673
2340,"Marilla betook herself to the east gable, brooch in hand.",674
2341,Anne had cried herself out and was sitting dejectedly by the window.,674
2342,"“Anne Shirley,” said Marilla solemnly, “I’ve just found my brooch hanging to my black lace shawl.",675
2343,Now I want to know what that rigmarole you told me this morning meant.”,675
2344,"“Why, you said you’d keep me here until I confessed,” returned Anne wearily, “and so I decided to confess because I was bound to get to the picnic.",676
2345,I thought out a confession last night after I went to bed and made it as interesting as I could.,676
2346,And I said it over and over so that I wouldn’t forget it.,676
2347,"But you wouldn’t let me go to the picnic after all, so all my trouble was wasted.”",676
2348,Marilla had to laugh in spite of herself.,677
2349,But her conscience pricked her.,677
2350,"“Anne, you do beat all!",678
2351,But I was wrong--I see that now.,678
2352,I shouldn’t have doubted your word when I’d never known you to tell a story.,678
2353,"Of course, it wasn’t right for you to confess to a thing you hadn’t done--it was very wrong to do so.",678
2354,But I drove you to it.,678
2355,"So if you’ll forgive me, Anne, I’ll forgive you and we’ll start square again.",678
2356,And now get yourself ready for the picnic.”,678
2357,Anne flew up like a rocket.,679
2358,"“Oh, Marilla, isn’t it too late?”",680
2359,"“No, it’s only two o’clock.",681
2360,They won’t be more than well gathered yet and it’ll be an hour before they have tea.,681
2361,Wash your face and comb your hair and put on your gingham.,681
2362,I’ll fill a basket for you.,681
2363,There’s plenty of stuff baked in the house.,681
2364,And I’ll get Jerry to hitch up the sorrel and drive you down to the picnic ground.”,681
2365,"“Oh, Marilla,” exclaimed Anne, flying to the wash-stand.",682
2366,“Five minutes ago I was so miserable I was wishing I’d never been born and now I wouldn’t change places with an angel!”,682
2367,"That night a thoroughly happy, completely tired-out Anne returned to Green Gables in a state of beatification impossible to describe.",683
2368,"“Oh, Marilla, I’ve had a perfectly scrumptious time.",684
2369,Scrumptious is a new word I learned today.,684
2370,I heard Mary Alice Bell use it.,684
2371,Isn’t it very expressive?,684
2372,Everything was lovely.,684
2373,We had a splendid tea and then Mr. Harmon Andrews took us all for a row on the Lake of Shining Waters--six of us at a time.,684
2374,And Jane Andrews nearly fell overboard.,684
